Geographic_Area_Name,zipCode,Median_number_of_rooms_2011,Median_number_of_rooms_2012,Median_number_of_rooms_2013,Median_number_of_rooms_2014,Median_number_of_rooms_2015,Median_number_of_rooms_2016,Median_number_of_rooms_2017,Median_number_of_rooms_2018,Median_number_of_rooms_2019,Median_number_of_rooms_2020,Median_number_of_rooms_2021,Median_number_of_rooms_2022,Median_number_of_rooms_2023,Median_number_of_rooms_2024
ZCTA5 01585,01585,5.6,5.7,5.5,5.6,5.6,5.6,5.5,5.7,5.7,5.7,5.7,5.6,5.3,5.4
ZCTA5 01588,01588,5.9,6.0,5.9,5.9,5.9,5.7,5.5,5.7,5.8,5.7,5.8,5.7,5.7,5.9
ZCTA5 01590,01590,6.9,6.9,6.7,6.8,6.7,6.7,6.8,6.9,6.7,6.7,6.5,6.5,6.6,6.5
ZCTA5 01602,01602,5.8,5.9,5.9,5.8,5.7,5.6,5.7,5.6,5.7,5.8,5.9,5.9,5.9,5.9
ZCTA5 01603,01603,5.1,5.2,5.2,5.3,5.1,5.2,5.1,5.1,5.2,5.2,5.2,5.3,5.2,5.1
ZCTA5 01604,01604,5.2,5.2,5.2,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
ZCTA5 01605,01605,4.8,4.8,4.7,4.6,4.7,4.7,4.7,4.8,4.7,4.8,4.8,4.9,5.0,4.9
ZCTA5 01606,01606,5.4,5.5,5.5,5.6,5.6,5.7,5.6,5.5,5.4,5.5,5.5,5.7,5.8,5.8
ZCTA5 01607,01607,4.5,4.5,4.7,4.8,4.7,4.7,4.7,4.6,4.7,4.9,5.0,5.1,5.2,4.9
ZCTA5 01608,01608,4.0,3.8,3.7,3.3,3.2,3.2,3.2,3.3,3.5,3.6,3.2,3.2,3.1,3.0
ZCTA5 01609,01609,5.1,4.9,4.8,4.8,4.8,4.7,4.7,4.8,4.9,5.0,5.0,5.0,5.0,4.9
ZCTA5 01610,01610,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.9,4.8,4.7,4.7,4.7,4.7
ZCTA5 01611,01611,5.9,5.9,5.8,5.9,5.8,5.5,5.4,5.4,5.6,6.0,6.3,6.6,6.5,6.5
ZCTA5 01612,01612,7.3,7.5,7.4,7.5,7.2,7.1,7.1,7.1,7.1,7.2,7.1,7.2,7.3,7.4
ZCTA5 01701,01701,6.5,6.6,6.7,6.7,6.7,6.8,6.8,6.7,6.6,6.8,6.8,6.8,6.8,6.9
ZCTA5 01702,01702,4.2,4.3,4.2,4.3,4.3,4.3,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3
ZCTA5 01718,01718,5.7,4.5,5.0,5.8,6.0,5.8,5.5,5.1,5.0,5.0,4.9,4.7,4.4,4.7
ZCTA5 01719,01719,6.9,6.8,6.9,6.8,6.6,6.3,6.6,6.3,6.2,6.2,6.3,6.4,7.3,6.9
ZCTA5 01720,01720,6.9,7.0,7.0,7.1,7.0,7.1,7.0,6.9,7.0,6.9,6.9,7.0,7.0,6.9
ZCTA5 01721,01721,5.9,6.1,6.2,6.1,6.3,6.3,6.2,6.0,6.1,5.8,5.8,5.9,5.8,5.8
ZCTA5 01730,01730,6.7,6.7,6.7,6.7,6.6,6.5,6.5,6.6,6.6,6.7,6.8,6.7,6.7,6.7
ZCTA5 01731,01731,6.3,6.4,6.2,6.3,6.7,6.6,6.5,6.4,6.4,6.1,6.1,5.6,5.2,5.6
ZCTA5 01740,01740,8.2,8.2,8.4,8.4,8.1,8.2,8.0,8.0,8.0,8.0,8.1,8.3,8.2,8.3
ZCTA5 01741,01741,9.0+,9.0+,9.0+,9.0+,8.5,8.5,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,8.4,8.5
ZCTA5 01742,01742,7.4,7.3,7.3,7.4,7.3,7.3,7.5,7.3,7.4,7.3,7.3,7.5,7.7,7.6
ZCTA5 01745,01745,6.1,6.3,6.8,6.6,6.4,6.3,6.2,5.8,5.9,6.0,6.4,7.1,7.8,8.0
ZCTA5 01746,01746,7.4,7.4,7.5,7.5,7.4,7.3,7.4,7.3,7.3,7.2,7.1,7.0,7.1,7.2
ZCTA5 01747,01747,6.5,6.8,6.6,6.4,6.4,6.4,6.4,6.6,6.9,6.9,6.8,6.6,6.7,6.7
ZCTA5 01748,01748,7.8,7.8,7.8,7.6,7.8,7.7,7.7,7.6,7.4,7.6,7.6,7.6,7.6,7.4
ZCTA5 01749,01749,6.0,6.0,6.0,6.0,5.9,5.9,5.9,6.1,6.0,6.0,6.0,6.1,5.9,5.8
ZCTA5 01752,01752,5.5,5.5,5.5,5.5,5.5,5.4,5.5,5.4,5.3,5.4,5.2,5.1,5.1,5.1
ZCTA5 01754,01754,5.9,5.9,6.0,6.1,6.1,6.1,6.1,6.1,6.0,5.9,6.0,5.9,5.7,5.7
ZCTA5 01756,01756,6.9,6.8,6.9,7.1,7.1,7.2,7.5,7.3,7.4,7.6,7.7,7.5,7.6,7.3
ZCTA5 01757,01757,5.8,5.9,5.8,5.8,5.8,5.8,5.8,5.8,5.7,5.8,5.8,5.9,5.8,5.8
ZCTA5 01760,01760,6.2,6.2,6.2,6.2,6.2,6.3,6.3,6.2,6.2,6.1,6.0,6.0,6.0,6.1
ZCTA5 01770,01770,8.2,8.4,8.2,8.3,8.3,8.4,8.5,9.0+,9.0+,9.0+,9.0+,9.0+,8.4,8.4
ZCTA5 01772,01772,7.9,7.9,7.9,8.0,8.0,8.0,7.9,8.1,8.0,8.0,8.0,8.0,8.0,8.0
ZCTA5 01773,01773,7.7,7.3,7.7,7.8,7.4,7.3,7.0,6.8,6.6,7.2,7.1,7.1,7.3,7.4
ZCTA5 01775,01775,7.3,7.4,7.3,7.6,7.5,7.5,7.7,7.8,7.6,7.8,7.6,7.5,7.3,7.3
ZCTA5 01776,01776,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.5,9.0+,9.0+,9.0+,9.0+,8.4
ZCTA5 01778,01778,7.6,7.6,7.4,7.3,7.3,7.3,7.4,7.4,7.6,7.6,7.5,7.7,7.7,7.5
ZCTA5 01801,01801,5.5,5.4,5.4,5.5,5.4,5.5,5.6,5.6,5.5,5.5,5.5,5.5,5.4,5.4
ZCTA5 01803,01803,6.5,6.4,6.3,6.4,6.3,6.3,6.2,6.2,6.2,6.2,6.1,6.2,6.3,6.4
ZCTA5 01810,01810,7.2,7.3,7.3,7.3,7.4,7.4,7.4,7.4,7.3,7.2,7.2,7.2,7.1,7.1
ZCTA5 01821,01821,6.5,6.4,6.4,6.3,6.4,6.4,6.3,6.3,6.4,6.4,6.3,6.4,6.5,6.5
ZCTA5 01824,01824,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.9,6.8,6.7,6.6,6.6
ZCTA5 01826,01826,5.7,5.8,5.9,6.0,5.9,5.9,5.9,5.9,5.8,6.0,6.0,5.9,5.9,5.8
ZCTA5 01827,01827,7.8,7.6,7.6,7.8,7.8,7.8,7.8,7.9,7.8,7.9,7.9,7.8,7.8,7.8
ZCTA5 01830,01830,5.4,5.3,5.3,5.3,5.3,5.4,5.4,5.4,5.3,5.2,5.2,5.2,5.3,5.1
ZCTA5 01832,01832,5.4,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.2,5.3,5.1,5.2,5.0
ZCTA5 01833,01833,7.1,7.0,7.0,6.8,6.8,6.6,6.6,6.7,6.6,6.5,6.6,6.4,6.6,6.6
ZCTA5 01834,01834,6.4,6.5,6.7,6.6,6.6,6.4,6.4,6.4,6.6,6.7,6.9,6.9,7.0,6.8
ZCTA5 01835,01835,5.7,5.7,5.7,5.6,5.6,5.6,5.7,5.8,5.9,6.0,6.0,5.8,5.8,5.7
ZCTA5 01840,01840,3.4,3.4,3.4,3.4,3.4,3.5,3.4,3.4,3.4,3.3,3.4,3.4,3.3,3.3
ZCTA5 01841,01841,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.0,5.1,5.1
ZCTA5 01843,01843,5.1,5.1,5.0,5.0,5.0,5.0,4.9,4.9,5.0,4.7,4.7,4.8,4.8,4.6
ZCTA5 01844,01844,5.7,5.7,5.8,5.8,5.8,5.9,5.9,5.9,5.9,5.8,5.8,5.8,5.8,5.7
ZCTA5 01845,01845,6.2,6.4,6.5,6.5,6.4,6.5,6.3,6.3,6.3,6.2,6.2,6.1,6.1,6.1
ZCTA5 01850,01850,5.2,5.2,5.2,5.2,5.3,5.2,5.2,5.1,5.0,5.3,5.4,5.3,5.4,5.3
ZCTA5 01851,01851,5.0,4.9,4.9,5.0,4.9,4.9,4.9,5.0,5.0,5.0,4.9,5.0,5.0,4.9
ZCTA5 01852,01852,4.6,4.6,4.6,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.6
ZCTA5 01854,01854,4.7,4.7,4.8,4.7,4.7,4.6,4.7,4.6,4.6,4.5,4.5,4.5,4.5,4.5
ZCTA5 01860,01860,5.9,6.2,6.4,6.5,6.5,6.6,6.6,6.4,6.3,6.0,6.2,6.0,5.9,5.9
ZCTA5 01862,01862,6.4,6.5,6.4,6.4,6.3,6.3,6.2,6.1,6.1,6.2,6.0,5.9,5.9,6.1
ZCTA5 01863,01863,5.6,5.7,5.5,5.5,5.5,5.7,5.6,5.6,5.7,5.6,5.4,5.5,5.7,5.7
ZCTA5 01864,01864,7.1,7.0,6.9,6.8,6.9,6.9,6.9,6.9,6.8,6.9,6.9,7.0,7.0,7.1
ZCTA5 01867,01867,6.9,6.9,6.8,6.8,6.6,6.8,6.8,6.8,6.9,7.0,7.0,6.9,6.9,6.9
ZCTA5 01876,01876,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.1,6.2,6.3,6.4,6.3,6.3,6.2
ZCTA5 01879,01879,6.4,6.4,6.3,6.3,6.3,6.2,6.2,6.2,6.2,6.2,6.4,6.3,6.5,6.4
ZCTA5 01880,01880,6.3,6.3,6.3,6.2,6.2,6.3,6.3,6.2,6.2,6.3,6.1,6.1,6.1,6.1
ZCTA5 01886,01886,7.4,7.3,7.4,7.3,7.3,7.3,7.3,7.2,7.3,7.3,7.3,7.2,7.0,7.0
ZCTA5 01887,01887,6.6,6.7,6.7,6.6,6.5,6.6,6.6,6.7,6.7,6.9,7.0,7.0,6.9,6.9
ZCTA5 01890,01890,7.3,7.3,7.3,7.2,7.3,7.3,7.4,7.5,7.6,7.5,7.5,7.5,7.6,7.4
ZCTA5 01901,01901,3.1,3.1,3.1,3.1,3.0,3.0,2.9,2.9,3.0,3.0,2.9,2.7,2.5,2.6
ZCTA5 01902,01902,4.5,4.6,4.6,4.6,4.6,4.6,4.7,4.6,4.6,4.6,4.7,4.6,4.7,4.7
ZCTA5 01904,01904,5.8,5.9,6.0,5.9,5.9,5.9,5.9,5.9,5.8,5.9,6.0,6.0,6.0,6.0
ZCTA5 01905,01905,5.0,5.0,5.0,5.1,5.1,5.1,5.1,5.1,5.1,5.0,5.1,5.1,5.1,5.1
ZCTA5 01906,01906,6.0,6.0,6.0,6.0,6.0,6.1,6.1,6.0,6.0,6.1,6.1,6.0,6.0,6.1
ZCTA5 01907,01907,6.4,6.5,6.5,6.5,6.4,6.4,6.4,6.4,6.4,6.3,6.4,6.4,6.3,6.4
ZCTA5 01908,01908,6.1,6.0,5.4,5.4,5.6,5.8,5.8,6.0,6.0,6.0,6.0,6.0,6.1,6.0
ZCTA5 01913,01913,5.7,5.7,5.6,5.5,5.4,5.5,5.6,5.6,5.6,5.6,5.4,5.2,5.4,5.4
ZCTA5 01915,01915,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.5,5.5,5.5,5.4,5.4,5.5,5.5
ZCTA5 01921,01921,9.0+,8.4,8.4,8.5,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,8.1
ZCTA5 01922,01922,6.8,7.1,6.9,7.0,7.1,6.7,6.5,6.6,6.7,7.1,7.4,7.2,7.5,7.4
ZCTA5 01923,01923,5.9,5.9,5.8,5.8,5.8,5.9,5.9,6.0,5.9,6.0,6.1,5.9,6.0,6.0
ZCTA5 01929,01929,6.2,6.0,6.0,6.1,6.2,6.3,6.3,6.2,6.3,6.3,6.7,7.1,7.0,6.8
ZCTA5 01930,01930,5.5,5.6,5.5,5.4,5.5,5.4,5.4,5.4,5.5,5.4,5.4,5.4,5.4,5.4
ZCTA5 01937,01937,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 01938,01938,6.1,6.1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.1,6.1,6.1,6.1
ZCTA5 01940,01940,7.2,7.3,7.3,7.1,7.3,7.2,7.4,7.3,7.3,7.2,7.4,7.3,7.4,7.5
ZCTA5 01944,01944,6.7,6.9,6.5,6.1,6.3,6.6,6.7,6.9,7.0,6.9,6.9,7.2,7.0,7.1
ZCTA5 01945,01945,6.8,7.0,6.9,6.8,6.8,6.8,6.8,6.8,6.9,7.0,7.1,7.0,7.1,7.0
ZCTA5 01949,01949,6.6,6.6,6.6,6.6,6.6,6.5,6.4,6.5,6.5,6.4,6.5,6.6,6.6,6.6
ZCTA5 01950,01950,5.8,5.9,5.8,5.8,5.9,5.9,5.9,5.9,5.9,6.0,6.0,5.9,6.1,6.0
ZCTA5 01951,01951,5.9,5.9,6.0,6.1,6.2,6.3,6.2,6.3,6.2,6.7,6.9,7.0,7.1,7.3
ZCTA5 01952,01952,5.3,5.3,5.4,5.4,5.3,5.4,5.4,5.3,5.3,5.3,5.3,5.1,5.1,5.1
ZCTA5 01960,01960,5.6,5.5,5.5,5.4,5.4,5.4,5.4,5.5,5.4,5.5,5.6,5.6,5.6,5.5
ZCTA5 01965,01965,,,,,,,,,,,5.2,5.1,5.2,5.2
ZCTA5 01966,01966,5.5,5.4,5.5,5.6,5.6,5.6,5.6,5.4,5.4,5.7,5.7,5.8,5.9,5.8
ZCTA5 01969,01969,6.4,6.4,6.4,6.4,6.4,6.5,6.5,6.6,6.8,7.0,6.9,6.9,6.9,6.7
ZCTA5 01970,01970,4.9,4.8,4.8,4.8,4.9,4.8,4.9,4.9,4.9,4.8,4.9,4.8,4.8,4.8
ZCTA5 01982,01982,6.9,6.9,6.9,6.8,6.9,6.9,7.0,7.0,7.0,6.9,6.9,6.8,6.5,6.7
ZCTA5 01983,01983,7.9,7.7,7.8,7.6,7.6,7.7,7.7,7.5,7.6,7.8,7.7,8.0,8.3,8.3
ZCTA5 01984,01984,7.6,7.9,7.5,7.3,7.1,7.3,7.1,7.6,7.8,7.7,7.8,7.8,7.5,7.4
ZCTA5 01985,01985,7.2,7.2,7.1,7.3,7.2,7.3,7.2,7.5,7.6,7.7,7.9,7.9,7.7,7.7
ZCTA5 02019,02019,6.0,6.1,6.0,6.0,6.1,6.1,6.2,6.2,6.2,6.0,6.1,5.8,5.9,6.0
ZCTA5 02021,02021,6.5,6.6,6.6,6.5,6.5,6.6,6.4,6.4,6.4,6.4,6.3,6.2,6.2,6.0
ZCTA5 02025,02025,7.6,7.7,7.6,7.5,7.3,7.5,7.4,7.4,7.5,7.3,7.3,7.3,7.3,7.5
ZCTA5 02026,02026,6.2,6.2,6.1,6.0,6.0,5.9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.1
ZCTA5 02030,02030,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+,9.0+
ZCTA5 02032,02032,6.7,6.7,6.9,7.1,7.1,7.1,7.3,7.3,7.5,7.6,7.2,6.7,6.4,6.4
ZCTA5 02035,02035,6.3,6.2,6.2,6.3,6.1,6.0,6.0,5.8,5.8,6.0,5.9,6.0,6.1,6.1
ZCTA5 02038,02038,6.7,6.7,6.7,6.8,6.8,6.9,6.9,6.9,6.8,6.6,6.6,6.6,6.4,6.4
ZCTA5 02043,02043,6.7,6.8,7.0,6.9,7.1,7.2,7.0,7.1,7.2,7.2,7.2,7.3,7.4,7.2
ZCTA5 02045,02045,5.8,5.8,5.9,5.9,5.9,5.8,5.6,5.6,5.5,5.8,5.9,6.0,6.0,6.0
ZCTA5 02047,02047,6.0,6.4,6.2,6.1,6.3,-,4.3,4.4,4.4,5.3,4.8,5.4,5.6,5.8
ZCTA5 02048,02048,6.4,6.4,6.3,6.3,6.3,6.3,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.3
ZCTA5 02050,02050,6.6,6.5,6.5,6.4,6.3,6.2,6.4,6.5,6.6,6.6,6.6,6.4,6.3,6.3
ZCTA5 02052,02052,8.0,7.9,7.8,7.8,7.7,7.8,7.9,8.0,8.1,8.2,8.2,8.0,8.0,8.0
ZCTA5 02053,02053,7.3,7.3,7.3,7.4,7.4,7.3,7.4,7.5,7.5,7.5,7.5,7.4,7.4,7.5
ZCTA5 02054,02054,6.3,6.3,6.4,6.5,6.4,6.5,6.8,6.8,6.8,6.9,6.9,6.7,6.7,6.5
ZCTA5 02056,02056,7.8,7.8,7.8,7.8,7.8,7.7,7.7,7.7,7.8,7.7,7.8,7.7,7.8,7.8
ZCTA5 02061,02061,7.5,7.6,7.4,7.5,7.5,7.7,7.8,7.9,7.8,7.7,7.6,7.6,7.5,7.6
ZCTA5 02062,02062,5.3,5.4,5.4,5.4,5.4,5.5,5.4,5.4,5.4,5.3,5.3,5.2,5.2,5.3
ZCTA5 02066,02066,6.9,7.0,7.0,6.9,7.0,7.1,7.0,7.1,7.3,7.2,7.2,7.2,7.1,7.1
ZCTA5 02067,02067,7.4,7.4,7.3,7.4,7.3,7.2,7.2,7.4,7.5,7.5,7.4,7.5,7.4,7.3
ZCTA5 02071,02071,8.0,9.0+,9.0+,9.0+,8.3,8.0,7.7,7.3,7.3,6.9,7.7,7.5,7.7,7.9
ZCTA5 02072,02072,6.0,6.2,6.3,6.2,6.2,6.1,5.9,5.8,5.9,6.0,6.0,6.1,6.1,5.9
ZCTA5 02081,02081,6.6,6.8,6.8,6.8,6.9,6.9,7.1,6.9,6.9,6.8,6.7,6.6,6.7,6.7
ZCTA5 02090,02090,7.5,7.6,7.6,7.5,7.4,7.4,7.3,7.4,7.4,7.5,7.5,7.4,7.5,7.6
ZCTA5 02093,02093,7.1,7.3,7.2,7.1,7.1,7.0,7.0,7.1,7.2,7.2,7.2,7.0,7.0,6.9
ZCTA5 02108,02108,3.4,3.4,3.3,3.3,3.4,3.4,3.6,3.9,3.9,3.8,3.6,3.6,3.5,3.7
ZCTA5 02109,02109,3.4,3.4,3.5,3.3,3.3,3.3,3.3,3.2,3.3,3.4,3.4,3.5,3.5,3.4
ZCTA5 02110,02110,3.9,3.9,3.8,3.7,3.8,3.6,3.7,3.6,3.6,3.5,3.7,3.8,3.9,3.8
ZCTA5 02111,02111,3.0,3.1,3.1,3.1,3.1,2.9,2.9,2.9,2.8,2.9,3.0,3.0,3.0,3.1
ZCTA5 02113,02113,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.4,3.3,3.3,3.3,3.3
ZCTA5 02114,02114,3.2,3.2,3.2,3.2,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ZCTA5 02115,02115,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2
ZCTA5 02116,02116,3.4,3.5,3.5,3.5,3.4,3.4,3.3,3.3,3.3,3.4,3.4,3.3,3.3,3.3
ZCTA5 02118,02118,3.5,3.4,3.5,3.5,3.6,3.5,3.6,3.4,3.4,3.4,3.5,3.5,3.5,3.5
ZCTA5 02119,02119,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.3,4.4,4.5,4.4,4.4,4.5
ZCTA5 02120,02120,4.3,4.4,4.4,4.3,4.4,4.3,4.3,4.2,4.2,4.2,4.3,4.3,4.5,4.4
ZCTA5 02121,02121,4.7,4.7,4.8,4.7,4.7,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.8
ZCTA5 02122,02122,5.2,5.2,5.1,5.2,5.2,5.1,5.1,5.1,5.1,5.0,5.0,5.0,4.9,4.9
ZCTA5 02124,02124,5.1,5.2,5.2,5.1,5.1,5.1,5.1,5.1,5.2,5.1,5.2,5.2,5.2,5.2
ZCTA5 02125,02125,5.0,4.9,4.9,4.9,5.0,4.9,4.9,4.9,4.9,4.7,4.7,4.7,4.8,4.8
ZCTA5 02126,02126,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.1,5.1,5.1,5.2,5.2,5.3,5.3
ZCTA5 02127,02127,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4.0,4.1,4.2,4.2,4.2,4.3,4.2
ZCTA5 02128,02128,4.6,4.5,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2
ZCTA5 02129,02129,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4.1,4.2,4.0,4.1,4.0
ZCTA5 02130,02130,5.0,5.0,5.0,5.0,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7
ZCTA5 02131,02131,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.3,5.4,5.4,5.4
ZCTA5 02132,02132,5.9,5.9,5.9,6.0,5.9,5.9,6.0,5.9,5.9,6.0,6.0,6.1,6.0,6.0
ZCTA5 02133,02133,,,,,,,,,,,-,-,-,9.0+
ZCTA5 02134,02134,3.8,3.9,3.9,3.8,3.8,3.7,3.7,3.8,3.7,3.8,3.8,3.9,3.8,3.8
ZCTA5 02135,02135,4.0,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.1,4.2,4.1,4.1,4.1,4.1
ZCTA5 02136,02136,5.2,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.1,5.1,5.2
ZCTA5 02138,02138,4.4,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.5,4.4
ZCTA5 02139,02139,4.2,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3
ZCTA5 02140,02140,4.6,4.6,4.6,4.4,4.3,4.2,4.2,4.2,4.1,4.2,4.1,4.2,4.0,4.1
ZCTA5 02141,02141,4.1,4.0,4.0,4.0,3.9,3.9,3.8,3.8,3.8,3.8,3.7,3.7,3.5,3.4
ZCTA5 02142,02142,3.4,3.4,3.2,3.3,3.4,3.3,3.2,3.1,3.1,3.1,3.1,3.2,3.1,3.2
ZCTA5 02143,02143,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.4,4.4,4.3,4.3,4.4,4.4,4.3
ZCTA5 02144,02144,5.1,5.1,5.0,5.0,4.9,5.0,4.9,4.9,5.0,5.0,5.0,5.1,5.1,5.0
ZCTA5 02145,02145,4.8,4.8,4.8,4.8,4.8,4.7,4.8,4.8,4.7,4.7,4.7,4.7,4.5,4.6
ZCTA5 02148,02148,4.7,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.6,4.8,4.6,4.7,4.5,4.6
ZCTA5 02149,02149,4.9,5.0,4.9,4.9,4.9,4.9,4.8,4.8,4.9,4.9,4.9,4.8,4.8,4.8
ZCTA5 02150,02150,4.6,4.5,4.5,4.5,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.3,4.3
ZCTA5 02151,02151,4.8,4.8,4.8,4.7,4.6,4.5,4.7,4.6,4.7,4.7,4.7,4.6,4.6,4.5
ZCTA5 02152,02152,5.3,5.3,5.3,5.4,5.4,5.3,5.3,5.3,5.4,5.4,5.4,5.3,5.3,5.4
ZCTA5 02155,02155,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.5,5.4,5.5,5.5,5.4,5.4,5.5
ZCTA5 02163,02163,2.8,2.8,3.0,3.0,3.2,3.2,3.3,3.2,3.1,3.0,3.1,3.1,3.1,3.2
ZCTA5 02169,02169,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.2
ZCTA5 02170,02170,5.3,5.4,5.4,5.2,5.3,5.3,5.3,5.2,5.2,5.1,5.2,5.2,5.3,5.3
ZCTA5 02171,02171,4.8,4.7,4.8,4.8,4.7,4.7,4.8,4.8,4.6,4.5,4.4,4.4,4.4,4.4
ZCTA5 02176,02176,5.9,5.9,5.9,5.9,5.8,5.9,5.9,6.0,6.1,6.2,6.2,6.1,6.1,6.0
ZCTA5 02180,02180,5.7,5.7,5.7,5.8,5.7,5.8,5.8,5.8,5.7,5.6,5.6,5.7,5.9,5.9
ZCTA5 02184,02184,6.1,6.1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.1,6.0,6.0,6.0,5.9
ZCTA5 02186,02186,7.0,7.0,7.0,7.0,7.0,7.1,7.1,7.0,7.0,6.9,6.9,7.0,7.1,7.2
ZCTA5 02188,02188,5.0,5.0,5.2,5.1,5.2,5.3,5.5,5.4,5.6,5.6,5.5,5.5,5.3,5.3
ZCTA5 02189,02189,5.4,5.3,5.3,5.3,5.3,5.4,5.5,5.6,5.6,5.6,5.6,5.5,5.5,5.4
ZCTA5 02190,02190,6.0,5.8,5.9,5.9,5.9,5.8,5.8,5.7,5.5,5.4,5.4,5.3,5.5,5.4
ZCTA5 02191,02191,5.9,5.9,6.0,6.0,6.0,5.9,5.9,5.8,5.8,5.8,5.8,5.7,5.8,5.7
ZCTA5 02199,02199,3.2,3.4,3.4,3.4,3.3,3.2,3.0,3.1,3.0,3.1,3.0,3.0,2.9,3.1
ZCTA5 02203,02203,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 02205,02205,,,,,,,,,,,-,-,-,-
ZCTA5 02210,02210,3.0,3.0,3.1,3.0,2.7,2.6,2.5,2.5,2.5,2.5,2.6,2.7,2.7,2.8
ZCTA5 02215,02215,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.7,2.7
ZCTA5 02301,02301,5.1,5.3,5.6,5.5,5.5,5.5,5.2,5.1,5.1,5.2,5.2,5.2,5.1,5.0
ZCTA5 02302,02302,5.8,5.8,5.9,5.9,5.8,5.8,5.8,5.8,5.8,5.6,5.6,5.5,5.6,5.5
ZCTA5 02322,02322,6.7,6.6,6.6,6.5,6.2,6.0,6.0,6.0,6.0,6.0,6.3,6.2,6.2,6.0
ZCTA5 02324,02324,6.1,6.2,6.3,6.2,6.1,6.2,6.2,6.2,6.3,6.3,6.3,6.2,6.3,6.2
ZCTA5 02325,02325,,,,,,,,,,,5.8,5.8,4.3,4.2
ZCTA5 02330,02330,5.6,5.7,5.8,5.8,5.8,5.7,5.7,5.8,5.8,5.9,6.0,6.1,6.1,6.1
ZCTA5 02332,02332,7.8,7.7,7.6,7.6,7.6,7.6,7.7,7.7,7.7,7.4,7.4,7.4,7.4,7.4
ZCTA5 02333,02333,6.5,6.6,6.4,6.4,6.4,6.3,6.2,6.2,6.3,6.4,6.4,6.4,6.6,6.6
ZCTA5 02338,02338,5.9,6.0,5.7,5.9,5.8,5.8,5.6,5.8,5.9,6.0,5.9,5.9,5.9,5.8
ZCTA5 02339,02339,7.1,7.3,7.3,7.4,7.4,7.5,7.4,7.3,7.2,7.3,7.3,7.3,7.6,7.4
ZCTA5 02341,02341,6.4,6.5,6.6,6.7,6.6,6.6,6.4,6.3,6.2,6.3,6.4,6.4,6.5,6.7
ZCTA5 02343,02343,6.0,5.8,5.9,6.0,6.0,6.0,6.1,6.0,5.8,5.8,6.0,6.0,6.1,6.2
ZCTA5 02346,02346,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.9,5.9,5.8,5.9,5.9,5.9,5.9
