Geographic_Area_Name,zipCode,"Total_Housing_Units!!Occupied_Units!!1-unit,_attached_2022","Total_Housing_Units!!Occupied_Units!!1-unit,_attached_2023","Total_Housing_Units!!Occupied_Units!!1-unit,_detached_2022","Total_Housing_Units!!Occupied_Units!!1-unit,_detached_2023",Total_Housing_Units!!Occupied_Units!!10_or_more_units_2022,Total_Housing_Units!!Occupied_Units!!10_or_more_units_2023,Total_Housing_Units!!Occupied_Units!!2-9_units_2022,Total_Housing_Units!!Occupied_Units!!2-9_units_2023,"Total_Housing_Units!!Occupied_Units!!mobile-home,_Boat,_RV,_Van,_etc._2022","Total_Housing_Units!!Occupied_Units!!mobile-home,_Boat,_RV,_Van,_etc._2023",Total_Housing_Units!!Occupied_Units_2022,Total_Housing_Units!!Occupied_Units_2023,"Total_Housing_Units!!Vacant_Units!!1-unit,_attached_2022","Total_Housing_Units!!Vacant_Units!!1-unit,_attached_2023","Total_Housing_Units!!Vacant_Units!!1-unit,_detached_2022","Total_Housing_Units!!Vacant_Units!!1-unit,_detached_2023",Total_Housing_Units!!Vacant_Units!!10_or_more_units_2022,Total_Housing_Units!!Vacant_Units!!10_or_more_units_2023,Total_Housing_Units!!Vacant_Units!!2-9_units_2022,Total_Housing_Units!!Vacant_Units!!2-9_units_2023,Total_Housing_Units!!Vacant_Units!!mobile-home_2022,Total_Housing_Units!!Vacant_Units!!mobile-home_2023,Total_Housing_Units!!Vacant_Units_2022,Total_Housing_Units!!Vacant_Units_2023,Total_Housing_Units_2022,Total_Housing_Units_2023
ZCTA5 05101,05101,24,22,1137,1216,121,91,553,537,55,47,1890,1913,0,0,207,231,0,0,127,128,0,24,334,383,2224,2296
ZCTA5 05141,05141,0,0,40,39,0,0,22,20,0,0,62,59,0,0,0,8,0,0,0,0,0,0,0,8,62,67
ZCTA5 05142,05142,9,10,208,200,0,0,6,8,15,19,238,237,0,0,156,166,0,0,10,10,3,3,169,179,407,416
ZCTA5 05143,05143,13,4,1610,1590,23,55,112,195,195,148,1953,1992,8,9,786,761,0,0,10,52,30,4,834,826,2787,2818
ZCTA5 05146,05146,0,0,225,243,7,8,9,4,19,25,260,280,0,0,165,175,0,0,0,0,6,0,171,175,431,455
ZCTA5 05148,05148,0,0,476,496,45,95,71,75,37,25,629,691,0,0,445,377,51,51,36,17,4,9,536,454,1165,1145
ZCTA5 05149,05149,36,32,661,765,43,38,151,141,50,45,941,1021,30,15,1204,1225,262,278,830,798,64,62,2390,2378,3331,3399
ZCTA5 05150,05150,0,0,183,184,0,0,71,63,0,0,254,247,0,0,59,44,0,0,0,0,0,0,59,44,313,291
ZCTA5 05151,05151,0,0,509,509,0,0,4,0,73,78,586,587,0,0,166,154,0,0,0,0,8,7,174,161,760,748
ZCTA5 05152,05152,0,0,136,136,0,0,22,36,8,0,166,172,61,32,275,255,26,25,159,207,17,18,538,537,704,709
ZCTA5 05153,05153,14,16,198,199,0,0,40,36,44,42,296,293,9,10,146,174,0,0,113,91,22,24,290,299,586,592
ZCTA5 05154,05154,0,0,176,167,0,0,82,57,0,0,258,224,0,0,8,7,0,0,0,5,0,0,8,12,266,236
ZCTA5 05155,05155,7,0,246,262,28,16,34,34,21,28,336,340,331,318,318,331,309,351,449,414,12,11,1419,1425,1755,1765
ZCTA5 05156,05156,10,10,2788,2493,277,349,628,660,308,264,4011,3776,0,0,197,162,0,0,201,239,90,103,488,504,4499,4280
ZCTA5 05158,05158,0,0,325,326,0,0,19,26,69,66,413,418,0,0,10,9,0,0,0,0,9,9,19,18,432,436
ZCTA5 05161,05161,7,6,288,264,0,0,2,9,2,2,299,281,0,0,234,230,0,0,31,32,6,0,271,262,570,543
ZCTA5 05201,05201,65,66,3821,3857,410,342,1572,1582,301,314,6169,6161,40,0,462,480,118,58,273,213,24,29,917,780,7086,6941
ZCTA5 05250,05250,27,31,1310,1279,0,0,67,92,69,57,1473,1459,0,0,395,485,0,0,27,26,31,0,453,511,1926,1970
ZCTA5 05251,05251,0,0,509,564,0,0,0,0,19,0,528,564,18,19,547,533,0,0,0,0,50,57,615,609,1143,1173
ZCTA5 05252,05252,6,5,171,168,0,0,0,0,17,11,194,184,0,0,64,37,0,0,0,0,0,0,64,37,258,221
ZCTA5 05253,05253,0,0,223,238,0,0,61,46,8,7,292,291,0,0,68,101,0,0,21,21,0,0,89,122,381,413
ZCTA5 05254,05254,22,28,124,120,0,0,15,21,0,0,161,169,79,63,127,126,0,0,39,54,18,20,263,263,424,432
ZCTA5 05255,05255,61,76,1201,1221,113,66,267,219,0,0,1642,1582,43,40,549,595,18,32,224,205,6,0,840,872,2482,2454
ZCTA5 05257,05257,14,13,698,639,25,29,149,162,4,0,890,843,8,6,184,228,8,9,9,11,12,12,221,266,1111,1109
ZCTA5 05260,05260,0,0,107,130,0,0,0,0,10,22,117,152,0,0,55,39,0,0,0,0,0,0,55,39,172,191
ZCTA5 05261,05261,0,15,556,640,0,0,0,11,240,223,796,889,0,0,55,56,0,0,12,11,69,73,136,140,932,1029
ZCTA5 05262,05262,0,0,664,723,0,0,19,0,10,10,693,733,0,0,156,164,0,0,13,10,13,15,182,189,875,922
ZCTA5 05301,05301,321,257,4394,4604,656,631,1739,1770,409,328,7519,7590,0,0,766,650,0,0,209,216,63,31,1038,897,8557,8487
ZCTA5 05340,05340,0,0,294,285,0,0,3,9,12,10,309,304,126,95,1026,1035,13,13,124,152,45,49,1334,1344,1643,1648
ZCTA5 05341,05341,0,0,172,215,0,0,72,74,0,0,244,289,0,0,82,79,0,0,15,16,0,0,97,95,341,384
ZCTA5 05342,05342,0,0,202,163,0,0,15,0,0,0,217,163,0,0,153,182,0,0,3,6,8,8,164,196,381,359
ZCTA5 05343,05343,0,0,434,413,0,6,3,13,22,30,459,462,87,74,506,525,9,15,121,114,26,37,749,765,1208,1227
ZCTA5 05344,05344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05345,05345,5,11,704,710,0,0,35,27,15,17,759,765,0,0,256,292,0,0,15,14,25,31,296,337,1055,1102
ZCTA5 05346,05346,42,44,1683,1690,54,64,107,153,125,113,2011,2064,0,0,271,252,0,0,52,45,24,0,347,297,2358,2361
ZCTA5 05350,05350,0,0,274,286,18,19,54,62,3,3,349,370,0,0,170,171,0,0,10,7,23,24,203,202,552,572
ZCTA5 05351,05351,0,6,108,101,0,0,0,0,0,0,108,107,0,0,37,40,0,0,0,0,8,8,45,48,153,155
ZCTA5 05352,05352,0,0,353,348,0,0,10,6,13,6,376,360,0,0,78,79,0,0,0,0,10,7,88,86,464,446
ZCTA5 05353,05353,0,0,474,455,48,48,23,19,9,4,554,526,0,0,147,142,10,9,8,17,26,25,191,193,745,719
ZCTA5 05354,05354,7,8,658,666,40,45,101,101,114,127,920,947,0,0,14,16,0,0,0,0,13,14,27,30,947,977
ZCTA5 05355,05355,3,3,263,283,0,0,6,6,8,11,280,303,2,2,401,408,0,0,21,7,33,23,457,440,737,743
ZCTA5 05356,05356,0,0,315,251,35,34,45,59,0,0,395,344,806,950,887,809,51,57,503,451,12,8,2259,2275,2654,2619
ZCTA5 05358,05358,0,0,135,134,0,0,0,0,10,11,145,145,0,0,59,51,0,0,0,0,6,6,65,57,210,202
ZCTA5 05359,05359,1,2,251,278,0,0,2,2,4,4,258,286,8,8,210,192,0,0,0,12,17,12,235,224,493,510
ZCTA5 05360,05360,0,0,98,99,0,0,26,14,2,4,126,117,0,0,229,212,0,8,0,0,0,0,229,220,355,337
ZCTA5 05361,05361,0,2,275,277,0,4,31,28,39,33,345,344,0,0,259,271,0,0,0,0,17,18,276,289,621,633
ZCTA5 05362,05362,13,13,81,79,0,0,0,0,0,0,94,92,0,0,68,50,0,0,0,0,0,0,68,50,162,142
ZCTA5 05363,05363,32,38,670,699,0,0,202,288,18,25,922,1050,190,128,1280,1299,0,0,89,68,32,70,1591,1565,2513,2615
ZCTA5 05401,05401,747,686,3202,3214,3003,3117,6203,6275,79,69,13234,13361,35,26,120,136,166,120,270,255,0,0,591,537,13825,13898
ZCTA5 05403,05403,1604,1740,3582,3705,2065,2279,1538,1561,0,0,8789,9285,37,0,126,98,133,94,102,88,0,0,398,280,9187,9565
ZCTA5 05404,05404,104,118,915,1136,1303,1320,1354,1261,1,6,3677,3841,0,0,0,0,0,0,133,111,0,0,133,111,3810,3952
ZCTA5 05405,05405,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ZCTA5 05408,05408,465,474,2625,2689,354,302,610,728,154,151,4208,4344,39,0,95,75,16,17,14,19,0,0,164,111,4372,4455
ZCTA5 05439,05439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05440,05440,9,7,592,587,2,3,77,56,147,163,827,816,0,0,467,475,0,0,20,29,195,211,682,715,1509,1531
ZCTA5 05441,05441,0,0,238,221,0,0,8,0,0,0,246,221,0,0,47,46,0,0,0,0,0,0,47,46,293,267
ZCTA5 05442,05442,0,0,159,163,0,0,6,7,14,27,179,197,0,0,29,34,0,0,0,0,6,6,35,40,214,237
ZCTA5 05443,05443,45,50,2068,2178,9,42,361,312,234,211,2717,2793,0,0,210,198,0,0,41,34,15,15,266,247,2983,3040
ZCTA5 05444,05444,4,1,523,607,3,2,60,69,36,13,626,692,0,0,15,14,0,0,0,0,0,0,15,14,641,706
ZCTA5 05445,05445,58,58,1525,1593,0,0,87,64,38,39,1708,1754,0,0,375,344,0,0,0,0,0,0,375,344,2083,2098
ZCTA5 05446,05446,712,617,3682,3655,660,741,1301,1240,651,584,7006,6837,6,7,528,556,56,21,175,258,0,0,765,842,7771,7679
ZCTA5 05447,05447,0,0,22,29,0,0,18,20,5,7,45,56,0,0,0,0,0,0,9,10,0,0,9,10,54,66
ZCTA5 05448,05448,0,5,296,328,0,0,7,7,60,51,363,391,0,0,46,35,0,0,0,0,4,4,50,39,413,430
ZCTA5 05450,05450,24,28,1545,1564,41,56,119,131,242,270,1971,2049,0,0,247,243,10,10,127,77,22,23,406,353,2377,2402
ZCTA5 05452,05452,1230,1269,5216,5123,1641,1504,1383,1637,105,116,9575,9649,29,28,54,75,46,19,46,37,0,0,175,159,9750,9808
ZCTA5 05454,05454,140,145,1427,1425,130,114,161,174,128,130,1986,1988,0,0,62,97,51,0,0,0,0,0,113,97,2099,2085
ZCTA5 05455,05455,34,25,366,383,0,0,31,24,26,30,457,462,0,0,19,24,0,0,0,0,23,19,42,43,499,505
ZCTA5 05456,05456,6,9,317,300,0,0,5,17,73,66,401,392,5,5,85,75,0,0,0,0,0,0,90,80,491,472
ZCTA5 05457,05457,2,4,539,601,22,27,8,13,37,48,608,693,0,0,266,244,0,0,0,0,0,0,266,244,874,937
ZCTA5 05458,05458,9,5,731,751,6,7,36,33,95,83,877,879,0,0,233,236,0,0,30,17,44,48,307,301,1184,1180
ZCTA5 05459,05459,26,32,586,591,0,0,77,86,25,80,714,789,0,0,0,0,0,0,38,41,0,0,38,41,752,830
ZCTA5 05461,05461,35,41,1690,1726,55,51,216,192,152,167,2148,2177,0,0,48,64,0,0,0,0,0,0,48,64,2196,2241
ZCTA5 05462,05462,33,30,645,630,3,4,55,61,66,73,802,798,0,0,46,38,0,0,0,0,12,0,58,38,860,836
ZCTA5 05463,05463,2,3,187,194,0,0,4,1,28,49,221,247,0,0,246,227,0,0,7,7,17,15,270,249,491,496
ZCTA5 05464,05464,41,19,796,822,17,22,217,290,17,18,1088,1171,28,34,316,265,0,0,46,40,0,11,390,350,1478,1521
ZCTA5 05465,05465,127,137,1923,1926,12,13,87,170,74,20,2223,2266,0,0,47,26,0,0,0,0,0,0,47,26,2270,2292
ZCTA5 05468,05468,200,214,3520,3665,160,142,499,479,487,423,4866,4923,0,0,159,133,0,0,76,81,0,0,235,214,5101,5137
ZCTA5 05471,05471,0,0,377,388,0,0,0,0,10,10,387,398,0,0,264,245,0,0,19,18,0,0,283,263,670,661
ZCTA5 05472,05472,17,18,633,651,0,0,64,66,85,82,799,817,0,4,36,28,0,0,0,0,16,18,52,50,851,867
ZCTA5 05473,05473,22,14,555,575,0,0,42,27,23,16,642,632,0,0,162,125,0,0,20,20,0,0,182,145,824,777
ZCTA5 05474,05474,9,2,486,500,0,0,0,0,28,27,523,529,3,3,529,512,0,0,0,0,27,27,559,542,1082,1071
ZCTA5 05476,05476,0,7,890,924,31,9,125,129,166,153,1212,1222,0,0,216,208,0,0,45,30,19,9,280,247,1492,1469
ZCTA5 05477,05477,62,63,1287,1248,25,41,416,426,149,140,1939,1918,0,0,82,76,9,9,112,108,0,0,203,193,2142,2111
ZCTA5 05478,05478,342,317,3968,3990,687,657,1288,1319,159,166,6444,6449,0,0,652,561,0,0,199,195,0,0,851,756,7295,7205
ZCTA5 05481,05481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05482,05482,291,288,2102,2145,323,364,339,300,232,244,3287,3341,0,0,154,106,66,119,37,30,0,0,257,255,3544,3596
ZCTA5 05483,05483,4,0,490,478,0,0,41,45,138,139,673,662,0,0,143,99,0,0,0,0,0,14,143,113,816,775
ZCTA5 05485,05485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,12
ZCTA5 05486,05486,6,7,524,566,0,0,38,22,11,12,579,607,0,0,374,369,0,0,6,12,39,35,419,416,998,1023
ZCTA5 05487,05487,0,0,374,360,0,0,23,17,202,218,599,595,0,0,59,48,0,0,17,8,7,7,83,63,682,658
ZCTA5 05488,05488,97,100,2204,2277,39,53,362,346,195,148,2897,2924,0,0,827,896,0,0,21,21,41,42,889,959,3786,3883
ZCTA5 05489,05489,0,0,1329,1225,0,0,46,112,41,44,1416,1381,0,0,7,0,0,0,0,0,0,0,7,0,1423,1381
ZCTA5 05491,05491,44,30,1719,1816,96,87,315,279,149,152,2323,2364,20,0,447,471,0,0,44,40,58,25,569,536,2892,2900
ZCTA5 05492,05492,0,0,302,290,0,0,17,26,36,29,355,345,0,0,12,13,0,0,0,0,4,3,16,16,371,361
ZCTA5 05494,05494,6,9,575,595,0,0,6,30,46,38,633,672,0,0,53,19,0,0,9,9,0,0,62,28,695,700
ZCTA5 05495,05495,861,850,2358,2404,626,739,262,256,457,438,4564,4687,135,138,130,86,55,61,68,73,25,25,413,383,4977,5070
ZCTA5 05602,05602,172,161,3243,3317,437,445,1533,1398,302,274,5687,5595,35,28,212,193,20,23,141,96,28,26,436,366,6123,5961
ZCTA5 05640,05640,0,0,85,99,0,0,0,0,4,0,89,99,0,0,9,10,0,0,0,0,0,0,9,10,98,109
ZCTA5 05641,05641,229,237,4423,4714,387,405,2000,2015,384,358,7423,7729,0,7,251,156,17,17,118,131,12,13,398,324,7821,8053
ZCTA5 05647,05647,7,4,347,336,0,0,35,31,86,76,475,447,8,8,113,111,0,0,10,11,0,0,131,130,606,577
ZCTA5 05648,05648,0,0,188,203,0,0,20,22,11,3,219,228,0,0,63,68,0,0,0,0,0,0,63,68,282,296
ZCTA5 05649,05649,2,0,103,117,0,0,13,29,23,14,141,160,0,0,0,0,0,0,0,0,24,0,24,0,165,160
ZCTA5 05650,05650,0,0,334,319,0,0,28,26,22,6,384,351,0,0,154,180,0,0,0,0,18,32,172,212,556,563
ZCTA5 05651,05651,6,4,487,480,0,0,14,11,86,114,593,609,0,0,62,82,0,0,0,0,31,36,93,118,686,727
ZCTA5 05652,05652,0,7,231,221,0,0,0,0,81,70,312,298,0,0,14,9,0,0,0,0,10,4,24,13,336,311
ZCTA5 05653,05653,0,0,203,205,0,0,0,0,57,48,260,253,0,0,100,109,0,0,0,0,0,0,100,109,360,362
ZCTA5 05654,05654,0,0,348,285,0,0,241,156,24,43,613,484,0,0,0,38,0,0,40,38,0,8,40,84,653,568
ZCTA5 05655,05655,3,3,929,931,0,0,55,33,237,279,1224,1246,0,0,65,60,0,0,12,47,54,59,131,166,1355,1412
ZCTA5 05656,05656,14,5,572,659,43,48,327,365,306,272,1262,1349,0,0,8,6,0,0,11,32,61,60,80,98,1342,1447
ZCTA5 05658,05658,25,31,462,486,0,0,20,12,18,42,525,571,0,0,86,77,0,0,18,18,3,0,107,95,632,666
ZCTA5 05660,05660,3,5,697,654,0,0,47,55,40,55,787,769,0,0,116,131,0,0,12,26,9,9,137,166,924,935
ZCTA5 05661,05661,96,78,1781,1853,110,109,816,729,204,232,3007,3001,9,8,263,200,4,5,48,48,17,14,341,275,3348,3276
ZCTA5 05663,05663,30,28,1478,1585,128,102,282,410,187,190,2105,2315,0,0,230,152,0,0,59,71,11,11,300,234,2405,2549
ZCTA5 05664,05664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05666,05666,0,0,15,9,0,0,0,0,0,0,15,9,0,0,9,11,0,0,0,0,0,0,9,11,24,20
ZCTA5 05667,05667,23,25,721,726,0,0,183,176,52,47,979,974,0,0,145,116,0,0,3,3,10,11,158,130,1137,1104
ZCTA5 05669,05669,2,1,281,251,0,0,35,26,26,20,344,298,0,0,107,129,0,0,0,0,10,10,117,139,461,437
ZCTA5 05670,05670,0,0,0,0,0,0,31,38,0,0,31,38,0,0,0,0,0,0,0,0,0,41,0,41,31,79
ZCTA5 05672,05672,164,164,1706,1504,211,243,360,526,27,25,2468,2462,229,218,1039,1075,0,81,280,226,50,0,1598,1600,4066,4062
ZCTA5 05673,05673,35,30,859,837,28,35,156,164,22,34,1100,1100,198,207,532,473,0,0,78,82,0,10,808,772,1908,1872
ZCTA5 05674,05674,59,69,509,509,92,61,76,78,20,11,756,728,713,702,592,575,137,184,344,301,14,15,1800,1777,2556,2505
ZCTA5 05675,05675,21,23,373,383,0,0,5,5,55,43,454,454,0,0,63,67,0,0,0,0,9,11,72,78,526,532
ZCTA5 05676,05676,75,146,1347,1306,151,187,398,396,92,117,2063,2152,0,0,190,179,0,0,41,39,10,11,241,229,2304,2381
ZCTA5 05677,05677,18,17,769,751,16,0,80,27,23,38,906,833,0,0,65,111,72,49,11,10,65,64,213,234,1119,1067
ZCTA5 05678,05678,0,0,26,25,0,0,13,33,0,0,39,58,0,0,0,0,0,0,0,0,0,0,0,0,39,58
ZCTA5 05679,05679,10,10,845,884,9,0,40,149,267,214,1171,1257,0,0,73,74,35,31,0,0,0,0,108,105,1279,1362
ZCTA5 05680,05680,0,0,651,686,0,0,51,62,89,96,791,844,0,0,89,93,0,0,18,18,20,21,127,132,918,976
ZCTA5 05681,05681,0,0,50,43,0,0,0,0,14,12,64,55,0,0,153,153,0,0,0,0,30,22,183,175,247,230
ZCTA5 05682,05682,5,5,411,409,0,0,29,32,60,59,505,505,0,0,66,65,0,0,0,0,15,12,81,77,586,582
ZCTA5 05701,05701,143,155,5239,5155,839,812,2963,2961,190,174,9374,9257,0,17,455,557,144,114,585,559,24,24,1208,1271,10582,10528
ZCTA5 05730,05730,11,12,167,196,0,0,0,0,0,0,178,208,59,60,146,162,0,0,0,0,0,0,205,222,383,430
ZCTA5 05731,05731,0,0,0,10,0,0,0,0,0,8,0,18,0,0,8,0,0,0,0,0,0,0,8,0,8,18
ZCTA5 05732,05732,0,0,326,337,32,36,147,161,61,60,566,594,0,0,326,244,0,0,0,0,29,5,355,249,921,843
ZCTA5 05733,05733,12,13,2033,1976,90,116,165,162,191,189,2491,2456,0,0,656,626,0,0,74,132,81,75,811,833,3302,3289
ZCTA5 05734,05734,13,15,429,465,0,0,8,12,81,70,531,562,11,9,157,145,0,0,0,0,0,0,168,154,699,716
ZCTA5 05735,05735,0,16,1070,951,0,21,90,116,190,133,1350,1237,0,0,369,403,0,0,64,66,6,40,439,509,1789,1746
ZCTA5 05736,05736,0,0,162,144,39,54,25,29,0,0,226,227,0,0,32,32,60,0,0,0,0,0,92,32,318,259
ZCTA5 05737,05737,0,0,200,261,0,0,11,5,16,11,227,277,0,0,74,70,0,0,0,0,0,0,74,70,301,347
ZCTA5 05738,05738,3,3,421,400,0,0,14,6,28,34,466,443,0,0,142,158,0,0,4,3,22,12,168,173,634,616
ZCTA5 05739,05739,11,4,432,451,0,0,32,18,76,92,551,565,0,2,125,118,0,0,4,0,42,34,171,154,722,719
ZCTA5 05742,05742,3,4,197,216,0,0,22,0,34,35,256,255,0,0,122,110,0,0,10,9,0,0,132,119,388,374
ZCTA5 05743,05743,21,6,1133,1215,35,11,189,248,160,178,1538,1658,0,0,317,310,0,0,96,111,28,28,441,449,1979,2107
ZCTA5 05744,05744,0,0,164,156,29,25,0,12,36,44,229,237,0,0,39,99,0,0,0,0,0,0,39,99,268,336
ZCTA5 05746,05746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05747,05747,0,0,102,122,0,0,8,2,35,35,145,159,0,0,87,76,0,0,0,0,3,3,90,79,235,238
ZCTA5 05748,05748,2,2,184,181,0,0,16,17,11,14,213,214,0,0,41,40,0,0,0,0,0,0,41,40,254,254
ZCTA5 05751,05751,9,16,220,227,28,35,67,100,0,0,324,378,6,3,754,727,1269,1200,413,431,10,20,2452,2381,2776,2759
ZCTA5 05753,05753,187,206,2336,2251,291,336,665,725,88,101,3567,3619,2,39,482,449,96,95,46,61,3,3,629,647,4196,4266
ZCTA5 05757,05757,0,0,270,256,0,0,8,4,42,42,320,302,0,0,72,79,0,0,0,0,0,7,72,86,392,388
ZCTA5 05758,05758,0,0,252,273,0,0,6,2,11,21,269,296,0,0,241,243,0,0,0,12,9,19,250,274,519,570
ZCTA5 05759,05759,0,0,575,558,0,0,65,105,153,162,793,825,0,0,47,48,0,0,0,0,13,0,60,48,853,873
ZCTA5 05760,05760,0,0,338,375,0,0,10,6,23,35,371,416,0,0,179,142,0,0,0,0,0,0,179,142,550,558
ZCTA5 05761,05761,4,3,395,431,0,0,17,6,26,24,442,464,0,0,202,151,0,0,25,21,13,12,240,184,682,648
ZCTA5 05762,05762,0,0,150,156,20,12,39,20,3,2,212,190,0,0,174,165,0,0,11,8,6,6,191,179,403,369
ZCTA5 05763,05763,10,14,1061,1098,0,8,75,58,111,108,1257,1286,0,0,208,195,0,0,0,7,0,0,208,202,1465,1488
ZCTA5 05764,05764,13,12,884,883,4,13,142,179,98,90,1141,1177,0,0,224,243,9,9,21,20,46,23,300,295,1441,1472
ZCTA5 05765,05765,5,18,530,530,2,2,132,116,28,26,697,692,0,0,30,55,0,0,24,14,0,0,54,69,751,761
ZCTA5 05766,05766,0,0,209,194,0,0,0,0,7,7,216,201,0,0,75,100,0,0,8,8,0,0,83,108,299,309
ZCTA5 05767,05767,20,16,579,597,17,19,37,69,31,35,684,736,0,0,242,232,0,0,30,28,25,21,297,281,981,1017
ZCTA5 05768,05768,0,0,18,14,0,0,0,0,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,18,14
ZCTA5 05769,05769,6,3,406,438,0,0,18,33,30,34,460,508,0,0,189,180,0,0,0,0,9,9,198,189,658,697
ZCTA5 05770,05770,4,4,360,371,0,0,39,36,64,82,467,493,0,0,66,50,0,0,16,18,3,0,85,68,552,561
ZCTA5 05772,05772,0,2,287,339,0,0,27,32,45,42,359,415,0,0,229,224,0,0,13,7,3,2,245,233,604,648
ZCTA5 05773,05773,6,7,794,739,11,5,47,64,54,44,912,859,0,0,214,198,14,14,7,12,21,11,256,235,1168,1094
ZCTA5 05774,05774,15,13,334,359,0,0,28,16,39,42,416,430,0,0,426,439,30,26,0,0,20,15,476,480,892,910
ZCTA5 05775,05775,0,0,217,196,3,3,19,18,5,9,244,226,0,0,86,92,0,0,3,13,0,0,89,105,333,331
ZCTA5 05776,05776,0,0,137,140,0,0,0,0,1,1,138,141,4,4,80,65,0,0,0,0,11,12,95,81,233,222
ZCTA5 05777,05777,0,0,1123,1110,14,22,260,230,35,39,1432,1401,0,0,102,87,0,0,18,27,0,15,120,129,1552,1530
ZCTA5 05778,05778,2,1,288,282,0,0,64,57,42,36,396,376,0,0,15,16,0,0,4,5,0,0,19,21,415,397
ZCTA5 05819,05819,52,38,2500,2456,276,245,965,1039,211,198,4004,3976,0,0,213,191,0,30,191,155,26,0,430,376,4434,4352
ZCTA5 05820,05820,0,0,125,118,0,0,0,0,21,12,146,130,0,0,62,51,0,0,0,0,4,0,66,51,212,181
ZCTA5 05821,05821,6,6,307,352,0,0,20,25,24,19,357,402,11,10,173,167,0,0,0,0,59,62,243,239,600,641
ZCTA5 05822,05822,5,8,575,595,47,39,90,92,143,132,860,866,10,9,371,355,10,11,28,0,0,0,419,375,1279,1241
ZCTA5 05824,05824,0,0,434,435,0,0,14,18,77,91,525,544,0,0,119,121,0,0,11,12,11,0,141,133,666,677
ZCTA5 05825,05825,0,0,24,42,0,0,0,0,0,0,24,42,0,0,7,17,0,0,0,0,0,0,7,17,31,59
ZCTA5 05826,05826,0,0,271,276,11,8,10,14,38,23,330,321,11,10,84,55,17,10,14,15,12,11,138,101,468,422
ZCTA5 05827,05827,0,0,162,195,0,0,0,0,14,15,176,210,0,0,41,68,0,0,4,3,0,0,45,71,221,281
ZCTA5 05828,05828,0,4,719,703,0,0,122,123,60,66,901,896,0,0,92,110,0,0,0,0,0,0,92,110,993,1006
ZCTA5 05829,05829,4,5,590,598,18,16,100,96,91,97,803,812,2,3,195,262,0,0,13,15,111,49,321,329,1124,1141
ZCTA5 05830,05830,14,14,542,608,17,21,39,45,28,24,640,712,0,0,134,110,0,0,9,9,21,8,164,127,804,839
ZCTA5 05832,05832,0,0,397,369,0,0,16,16,13,12,426,397,18,18,142,121,9,10,125,127,0,10,294,286,720,683
ZCTA5 05833,05833,0,0,11,12,0,0,0,0,6,6,17,18,0,0,0,12,0,0,0,0,0,0,0,12,17,30
ZCTA5 05836,05836,1,4,466,505,0,0,19,0,53,48,539,557,0,0,171,195,0,0,0,0,7,7,178,202,717,759
ZCTA5 05837,05837,0,0,148,135,0,0,0,0,14,16,162,151,0,0,120,95,0,0,5,5,19,15,144,115,306,266
ZCTA5 05839,05839,0,2,202,194,11,9,7,3,29,31,249,239,0,0,209,194,0,0,0,0,10,9,219,203,468,442
ZCTA5 05840,05840,0,0,13,13,0,0,0,0,10,5,23,18,0,0,50,48,0,0,0,0,0,0,50,48,73,66
ZCTA5 05841,05841,3,3,139,130,5,7,1,2,15,18,163,160,8,8,407,396,0,0,0,0,0,0,415,404,578,564
ZCTA5 05842,05842,5,10,128,152,0,0,46,38,40,36,219,236,0,0,44,57,0,0,7,8,5,5,56,70,275,306
ZCTA5 05843,05843,15,29,685,670,27,22,136,140,225,211,1088,1072,0,0,121,138,0,0,0,0,26,26,147,164,1235,1236
ZCTA5 05845,05845,11,12,439,465,3,3,34,35,45,56,532,571,0,0,70,76,0,0,0,0,32,23,102,99,634,670
ZCTA5 05846,05846,0,0,373,334,20,24,116,137,75,59,584,554,0,0,397,452,0,0,41,22,40,41,478,515,1062,1069
ZCTA5 05847,05847,0,0,303,347,0,0,3,0,57,50,363,397,0,0,189,155,0,0,7,0,9,9,205,164,568,561
ZCTA5 05850,05850,0,0,63,75,0,0,0,0,0,0,63,75,0,0,0,0,0,0,0,0,0,0,0,0,63,75
ZCTA5 05851,05851,10,13,1803,1864,61,46,299,273,318,331,2491,2527,0,0,167,117,0,0,56,49,37,76,260,242,2751,2769
ZCTA5 05853,05853,0,0,337,326,0,0,2,3,3,2,342,331,5,0,411,393,0,0,0,0,22,23,438,416,780,747
ZCTA5 05855,05855,21,13,2178,2107,117,108,717,775,230,259,3263,3262,0,0,480,511,18,11,116,76,20,20,634,618,3897,3880
ZCTA5 05857,05857,30,25,450,445,0,0,81,69,66,64,627,603,0,0,109,132,0,0,7,28,19,11,135,171,762,774
