Geographic_Area_Name,zipCode,Median_value_2011,Median_value_2012,Median_value_2013,Median_value_2014,Median_value_2015,Median_value_2016,Median_value_2017,Median_value_2018,Median_value_2019,Median_value_2020,Median_value_2021,Median_value_2022,Median_value_2023,Median_value_2024
ZCTA5 72140,72140,73200,58900,57500,61300,71700,78900,79700,78100,79500,99300,98300,111500,116100,121100
ZCTA5 72141,72141,59000,71600,73700,71800,71100,74600,74400,90800,95300,95900,89100,99000,95900,96100
ZCTA5 72142,72142,139000,144700,163400,173200,187500,171500,195200,184200,154200,169400,166900,205200,187700,196900
ZCTA5 72143,72143,115400,122400,124900,131800,140100,138900,141500,151800,148600,150600,157600,173100,176900,181300
ZCTA5 72149,72149,-,-,-,-,-,-,-,-,-,-,,,,
ZCTA5 72150,72150,107500,108100,113600,118500,128700,133900,136100,138100,129500,141700,150400,175900,176900,188600
ZCTA5 72152,72152,44900,42200,44900,44500,44800,46000,154500,-,82500,-,-,89200,-,217800
ZCTA5 72153,72153,109000,102300,108000,89300,87700,84900,88500,91400,113200,127600,124000,118300,124000,131000
ZCTA5 72156,72156,86200,91300,100200,87900,88900,97000,96700,99800,137500,254500,225300,261100,234100,231700
ZCTA5 72157,72157,67600,80500,95000,107500,99700,124000,124500,123500,130700,135500,150400,159000,-,140300
ZCTA5 72160,72160,88200,87000,83700,84500,85200,83600,88400,97800,102100,108300,133100,156300,152400,153500
ZCTA5 72165,72165,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72166,72166,71100,69600,70700,52000,48000,62000,-,22500,-,-,107500,-,-,80600
ZCTA5 72167,72167,85600,107000,103000,111000,111400,98500,95000,83900,78000,88100,82400,91800,139600,211100
ZCTA5 72168,72168,45000,48500,29200,45500,50600,32900,-,-,-,-,53900,53700,55600,47000
ZCTA5 72169,72169,32500,32300,36800,37000,37300,37300,40000,42900,47000,46700,44400,47500,82800,82900
ZCTA5 72170,72170,72900,72900,66900,67700,62500,59600,56700,62500,70000,72800,73400,85200,81900,-
ZCTA5 72173,72173,124200,129900,136700,143800,144900,145400,144100,144300,153100,154000,165000,183000,202400,230100
ZCTA5 72175,72175,71700,72200,70900,65700,66200,53200,58000,60800,61100,64800,69000,-,70800,61700
ZCTA5 72176,72176,102300,104300,105100,106800,109600,114600,119300,120500,117700,119000,133900,150900,165000,176000
ZCTA5 72178,72178,,,,,,,,,,,95000,75000,73100,72100
ZCTA5 72179,72179,64500,52500,37500,54000,83900,-,87500,90400,83000,83300,76200,86300,90600,136700
ZCTA5 72180,72180,,,,,,,,,,,-,-,-,-
ZCTA5 72181,72181,206300,115300,103800,-,-,-,-,-,-,-,-,-,275000,275000
ZCTA5 72182,72182,,,,,,,,,,,115100,-,-,-
ZCTA5 72183,72183,,,,,,,,,,,-,-,-,-
ZCTA5 72199,72199,,,,,,,,,,,-,-,-,-
ZCTA5 72201,72201,270000,310400,285800,296900,362700,297200,343600,321400,347400,287900,342100,241700,262300,290100
ZCTA5 72202,72202,108000,122800,120000,123900,111200,107800,109800,119900,131800,138400,178900,221200,246900,262500
ZCTA5 72204,72204,85600,86200,87100,88400,88700,87900,90500,91700,94800,100800,101400,113400,117600,124700
ZCTA5 72205,72205,156100,156200,154600,157000,160000,161300,159600,161700,168500,170200,178500,196300,204400,229600
ZCTA5 72206,72206,86100,85700,85900,85600,85300,86900,88600,93900,100300,106300,108400,129000,132100,142000
ZCTA5 72207,72207,251500,248500,249600,228100,228300,243500,267600,304400,339800,332600,351300,383400,384800,406600
ZCTA5 72209,72209,78000,77100,76600,79100,78700,80100,79200,81200,80100,80600,81500,92100,99100,98800
ZCTA5 72210,72210,162600,162400,155900,158400,157200,162400,168300,178600,187200,194200,187700,215700,227800,244300
ZCTA5 72211,72211,172600,176000,172400,172700,172800,181000,183700,185500,191500,198500,219200,249900,257800,284100
ZCTA5 72212,72212,258400,258100,269800,262200,262300,279600,280300,276600,283900,281400,282800,317800,341400,338300
ZCTA5 72223,72223,331600,330600,323000,331900,331000,338500,338500,346200,345800,365100,371100,426600,435100,451800
ZCTA5 72227,72227,184400,182700,185100,184600,184900,183700,183200,187200,192500,204900,211800,241700,260900,270400
ZCTA5 72301,72301,89400,89600,86600,85000,85500,82700,84300,84900,87000,86200,89400,109000,119100,120100
ZCTA5 72311,72311,22500,40800,24200,45600,48500,-,57500,53100,76700,49000,49700,55800,85000,85000
ZCTA5 72313,72313,,,,,,,,,,,-,-,-,-
ZCTA5 72315,72315,77600,80000,80000,83000,82700,83900,84200,87500,87600,101600,102100,110500,117700,134600
ZCTA5 72320,72320,45500,45900,-,225000,,-,-,-,-,-,80000,-,-,67200
ZCTA5 72321,72321,190000,97500,72500,86100,81000,77000,75800,77500,74500,78100,,,,
ZCTA5 72322,72322,90700,91100,70000,62000,,33600,33400,42500,50000,46300,58800,68300,68000,-
ZCTA5 72324,72324,56200,67600,71800,73400,69200,70900,71700,73700,74300,80100,78300,82600,85300,104900
ZCTA5 72325,72325,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72326,72326,80900,83000,60100,60000,56100,47300,48700,64200,73000,66400,83200,109500,100800,99200
ZCTA5 72327,72327,64500,66400,62000,80600,85200,95400,112500,107500,103900,96800,125000,136900,145100,119300
ZCTA5 72328,72328,225000,-,-,14200,-,-,-,-,-,-,-,-,-,-
ZCTA5 72329,72329,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72330,72330,42000,47300,47000,49500,50500,56200,58300,54700,46700,56800,57900,67100,60000,90300
ZCTA5 72331,72331,55000,59500,66900,69300,78500,73700,76300,71100,71300,64500,70300,73600,72500,86600
ZCTA5 72332,72332,46700,63600,"10,000-",-,-,-,-,-,-,-,88300,96300,100000,116700
ZCTA5 72333,72333,41500,39200,34100,40000,43400,36800,35400,37100,38600,57400,54300,56000,56100,68600
ZCTA5 72335,72335,73900,73800,71900,73100,66100,68500,67200,66300,67900,70600,72300,85600,92700,95400
ZCTA5 72338,72338,105800,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72339,72339,45000,55800,63000,60800,62900,65000,-,-,-,-,-,-,-,-
ZCTA5 72340,72340,93000,91600,-,-,-,-,57900,57300,57000,57700,65000,90600,85900,85000
ZCTA5 72341,72341,62300,49400,48800,40900,48800,57900,61700,65000,60000,56400,55300,60800,47900,45600
ZCTA5 72342,72342,76600,78600,79200,79800,84400,87600,94700,105300,101100,110600,104600,103200,99000,97200
ZCTA5 72346,72346,18300,39800,62000,61200,56000,62100,39600,61800,51900,53800,81800,-,55100,54100
ZCTA5 72347,72347,65800,69200,53600,38600,38100,39000,39500,41400,48400,55300,51000,57400,59000,62400
ZCTA5 72348,72348,70100,68500,75000,75200,81700,78100,84400,67800,65800,76800,100600,98300,128200,130300
ZCTA5 72350,72350,50400,49900,52500,49700,44100,44700,48400,47300,46900,46300,61500,69000,85000,78000
ZCTA5 72351,72351,70000,70300,71200,67700,69700,70700,69500,81300,68000,102600,95000,98800,129500,97500
ZCTA5 72352,72352,,,,,,,,,,,-,-,-,-
ZCTA5 72353,72353,31000,24700,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72354,72354,64000,69500,63900,66500,66600,65800,62600,61500,69100,57700,68500,68800,81800,73300
ZCTA5 72355,72355,58400,59000,54700,55700,49500,62100,65600,81300,85200,88800,85600,94600,85300,97600
ZCTA5 72358,72358,52000,60400,58800,54200,62200,54100,45400,31500,34000,41500,41300,40400,45700,43000
ZCTA5 72359,72359,56100,51600,42000,39300,35800,34600,26500,22900,20700,18300,19100,40500,56500,-
ZCTA5 72360,72360,52100,52900,55300,57200,62500,66900,71000,75500,75300,76800,73600,70500,75600,68800
ZCTA5 72364,72364,144700,141200,139600,142500,148300,145300,151100,152500,153400,163500,169300,189900,206400,212300
ZCTA5 72365,72365,54100,52000,60800,64500,62500,63800,64400,62800,53200,65100,60100,61400,76700,81100
ZCTA5 72366,72366,50600,50000,44400,52000,50900,45200,43500,44600,41600,42200,54700,62000,66400,71500
ZCTA5 72367,72367,85000,19000,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72368,72368,57200,56800,58500,63200,52700,54700,57000,63400,77900,84300,88000,112500,102600,110300
ZCTA5 72369,72369,,,,,,,,,,,-,-,-,-
ZCTA5 72370,72370,74600,78600,75000,76900,77300,77300,76800,75000,80000,86600,89300,99400,110100,105600
ZCTA5 72372,72372,54000,53700,55100,60300,63900,67800,65000,66400,65800,63200,63400,77900,78100,90300
ZCTA5 72373,72373,42600,51000,48100,48300,51900,56500,52500,54700,56300,42300,43800,45600,37800,46300
ZCTA5 72374,72374,47900,48800,43700,44300,46600,55000,63000,64600,67100,-,83400,84800,114900,98700
ZCTA5 72376,72376,81200,83800,84200,79800,76900,66800,66300,82700,92700,79200,85600,108600,105800,117000
ZCTA5 72377,72377,-,92900,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72379,72379,57900,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72383,72383,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72384,72384,86600,79000,72300,59700,59600,55500,56700,59800,54300,66400,59600,81300,103900,76300
ZCTA5 72386,72386,61400,61200,61300,59100,63500,59600,54800,59600,67200,69100,67600,75700,77100,86100
ZCTA5 72387,72387,,,,,,,,,,,-,-,-,-
ZCTA5 72389,72389,27000,26800,24800,64000,,-,86100,43100,43300,48100,72100,73600,88800,-
ZCTA5 72390,72390,58100,57600,61700,66800,65500,63800,70700,70700,71300,74600,67900,64600,66000,64700
ZCTA5 72391,72391,,,,,,,,,,,-,-,-,-
ZCTA5 72392,72392,57000,54700,49700,50700,52000,54500,52900,57600,59300,47400,83100,99000,171300,168800
ZCTA5 72394,72394,40300,44200,46900,45000,47100,53200,50000,32100,30600,24300,33200,43800,58300,43600
ZCTA5 72395,72395,77100,78700,75900,81800,85500,84600,84700,89200,93100,128500,138000,150000,140700,149100
ZCTA5 72396,72396,78400,81000,85400,88200,91400,89800,85700,90000,96000,91600,101000,124900,131100,144800
ZCTA5 72401,72401,110500,113400,117500,124600,127400,128800,133400,137400,140500,149600,150700,165900,185400,188600
ZCTA5 72404,72404,162400,166000,163600,166600,165500,167200,166700,175800,170400,183800,186800,217500,236300,247100
ZCTA5 72405,72405,,,,,,,,,,,182200,226500,240300,259900
ZCTA5 72410,72410,31300,32400,34300,50000,73900,55700,53100,51000,55800,40600,45000,56300,62800,50400
ZCTA5 72411,72411,71300,72700,70900,74300,76500,77800,83700,84900,83900,86300,86200,92300,101300,111400
ZCTA5 72412,72412,107300,106000,104100,89600,87500,100800,89300,152900,207300,-,-,-,118900,118100
ZCTA5 72413,72413,30200,31700,36600,40600,48800,49400,48300,45400,47200,52700,62200,66100,58600,65300
ZCTA5 72414,72414,63200,62900,64800,66000,74400,77800,85000,75400,76800,67500,70700,67200,94300,92500
ZCTA5 72415,72415,73200,69400,73400,78400,76200,73800,75700,76000,75200,68400,59200,74200,91800,93300
ZCTA5 72416,72416,80800,85900,88300,88000,104600,120300,116200,116900,118600,123600,124200,147900,157700,163600
ZCTA5 72417,72417,96600,101800,106600,117000,120600,120300,117100,115100,121600,128100,134400,158600,168800,173700
ZCTA5 72419,72419,49900,52700,63900,58000,49500,49500,51400,51500,49600,56800,58900,60000,76500,93300
ZCTA5 72421,72421,55800,54100,59300,78800,72700,67800,70000,-,55900,74000,72600,58200,76700,90000
ZCTA5 72422,72422,59300,60300,61500,60800,57800,61700,64100,71300,77700,79000,78500,85400,87600,96500
ZCTA5 72424,72424,35700,23800,27500,31300,35600,32500,34000,31100,32800,-,32900,33200,53000,52500
ZCTA5 72425,72425,61100,55000,60600,44000,48800,47400,45200,69100,84200,81700,80600,101500,101900,97100
ZCTA5 72426,72426,63800,65600,81100,83300,89000,98300,88300,87700,88200,87600,90000,115600,161100,166300
ZCTA5 72427,72427,41900,41000,34600,43100,45000,63100,65600,-,-,-,70600,68300,68800,47500
ZCTA5 72428,72428,"10,000-",17500,31300,62500,,-,-,-,-,85000,112500,129700,85700,83800
ZCTA5 72429,72429,61400,59600,54300,47800,50500,49500,52500,60500,65700,61700,64600,58200,58200,76200
ZCTA5 72430,72430,39200,52100,46100,51000,68900,61300,60500,60000,58800,28000,32500,34600,-,-
ZCTA5 72431,72431,34800,40600,43800,45000,49500,49800,47800,47700,51800,-,-,-,-,-
ZCTA5 72432,72432,61800,65900,74600,77300,82300,85800,86300,83000,83800,88100,92900,108900,112700,116100
ZCTA5 72433,72433,51600,57300,54200,55200,61700,62000,64000,67400,69100,71900,70600,80900,83800,92400
ZCTA5 72434,72434,53100,46600,45400,57400,51700,65000,76900,81300,86300,82200,86700,96300,100700,109300
ZCTA5 72435,72435,35000,36300,34500,37800,42300,47800,47600,51100,58100,45300,-,-,-,-
ZCTA5 72436,72436,61600,70300,82400,76200,68600,65500,74900,72200,79500,89300,90000,110300,124600,114700
ZCTA5 72437,72437,70600,74000,74100,76600,68500,68700,74800,82000,85500,93500,96500,132600,141400,160300
ZCTA5 72438,72438,53200,59100,62000,55900,56100,56000,56500,57900,73100,83800,103100,119200,128300,123500
ZCTA5 72440,72440,66700,67800,75000,68000,83600,69000,75000,87900,83300,83400,80700,78300,90800,95000
ZCTA5 72441,72441,22000,22800,23800,32000,22500,-,-,-,-,101600,48300,70700,73800,-
ZCTA5 72442,72442,62300,72000,72400,77400,89400,86800,89400,106000,120200,128400,127100,140500,139700,166300
ZCTA5 72443,72443,62000,54600,63700,61300,61900,63400,69500,69300,76700,81100,91500,99600,111900,106900
ZCTA5 72444,72444,61800,64300,64600,59200,79400,86400,84000,84000,84200,90100,83500,106100,131600,152800
ZCTA5 72445,72445,153800,57500,90000,58600,65000,57500,56800,58800,81900,80800,85800,95000,241700,310700
ZCTA5 72447,72447,75700,77200,81000,83900,87300,84400,79900,80200,81500,81200,98500,111500,114800,115100
ZCTA5 72449,72449,50600,34500,33600,33500,33100,30800,29900,31500,42100,45000,46700,56300,55600,73000
ZCTA5 72450,72450,97800,100600,104500,106800,113200,110500,115900,118800,124900,132600,144000,164900,169100,178100
ZCTA5 72453,72453,41300,50000,46300,50300,44600,46700,46700,54100,58600,56100,102600,113600,117500,115300
ZCTA5 72454,72454,72600,72000,70900,71800,70300,75200,83500,85200,89000,93400,82800,94000,95600,107600
ZCTA5 72455,72455,78100,75300,82800,79900,82500,82800,86000,87900,95700,99000,103600,116500,128800,142600
ZCTA5 72456,72456,63000,65500,65900,55000,47300,47800,49200,48500,59600,62200,70500,90400,121400,116500
ZCTA5 72457,72457,50300,50500,53000,54200,50800,60700,75700,71900,72100,78600,84300,93300,101500,112500
ZCTA5 72458,72458,75700,69000,62400,65600,80000,100900,100400,100400,67900,70200,77000,86900,86200,168800
ZCTA5 72459,72459,67300,81300,81200,63000,54800,60400,89300,88100,97600,80300,74300,58100,55900,64000
ZCTA5 72460,72460,62300,60700,56500,57300,62600,60100,59000,62300,61000,-,-,106600,-,175500
ZCTA5 72461,72461,52400,55400,60400,68700,71700,72900,73700,76100,76200,81900,73700,86800,98400,99300
ZCTA5 72462,72462,34100,36600,33300,30500,30000,45800,51000,51200,53400,55000,50700,80000,76400,86700
ZCTA5 72464,72464,43300,43800,41700,22500,,41000,-,-,-,31600,-,-,-,-
ZCTA5 72466,72466,70000,72400,71800,72400,70000,69100,65400,66500,62800,58400,74300,120300,122600,165100
ZCTA5 72467,72467,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72469,72469,57600,59600,62400,60600,66200,69000,80000,83500,85400,92000,100400,123500,138500,161100
ZCTA5 72470,72470,36700,40000,39400,57500,48300,55000,47500,55000,-,-,51000,61500,67500,102500
ZCTA5 72471,72471,51400,52400,53000,51800,53300,63500,58400,57300,56900,59900,54400,62800,69600,69900
ZCTA5 72472,72472,72100,73900,77400,76200,80900,82500,83700,84500,90800,96700,95600,105700,110900,113500
ZCTA5 72473,72473,57400,58500,55500,58500,63200,63900,65100,71400,70500,73600,75400,84100,84100,98700
ZCTA5 72476,72476,61300,56500,62200,62700,65900,79000,84000,77300,82400,77200,76100,83500,92000,96500
ZCTA5 72478,72478,78200,118400,121900,115100,83900,84300,84800,80500,81900,64600,67200,78600,93200,75000
ZCTA5 72479,72479,57400,61000,58900,54500,59800,60500,59600,66300,71300,67300,74600,84000,84800,89400
ZCTA5 72482,72482,65700,56900,61100,71800,66600,67800,69200,79500,68000,66500,57500,65400,68700,72000
ZCTA5 72501,72501,92700,91700,94400,96200,100500,110300,113500,115400,109900,110000,107500,119900,129900,147900
ZCTA5 72512,72512,71100,67600,64400,63300,63200,64200,65800,67500,74200,82400,83000,103200,117500,130100
ZCTA5 72513,72513,81500,90900,83500,83700,84700,88700,88900,98100,116300,102100,101400,102200,103900,98100
ZCTA5 72515,72515,53800,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 72517,72517,35700,36200,38800,34600,51500,51000,-,-,235400,-,-,51300,-,-
ZCTA5 72519,72519,84300,85000,90400,79600,88300,78600,80000,79600,94600,95100,120500,130800,146400,125900
ZCTA5 72520,72520,57500,57700,137500,142900,,-,-,-,-,23000,23300,-,-,-
ZCTA5 72521,72521,78400,72100,73300,71600,76000,72500,80200,76100,78000,73700,79500,89200,120600,146800
ZCTA5 72522,72522,59500,57500,66100,91900,112500,72800,74800,93300,79600,75000,76800,-,27800,26700
ZCTA5 72523,72523,48100,64600,54000,51700,58800,64300,65500,69300,87500,87600,80500,81300,111000,106700
ZCTA5 72524,72524,89200,93900,85000,163900,,116400,107400,-,-,257400,252600,310000,314300,-
ZCTA5 72526,72526,82200,65800,68100,68500,,70900,-,-,-,53600,77500,106300,127600,127000
ZCTA5 72527,72527,92200,100000,94000,118500,118500,130500,131700,138400,-,130100,181300,134200,118000,112500
ZCTA5 72528,72528,-,-,-,-,-,-,-,-,-,-,159400,162300,185800,185800
ZCTA5 72529,72529,84500,81200,76200,77900,77000,75500,77300,80900,73500,70000,71500,86700,86900,94700
ZCTA5 72530,72530,68400,74200,70200,100200,84200,75100,107200,109100,109300,114100,126000,154800,173400,163200
ZCTA5 72531,72531,113600,111600,121000,113400,113600,124200,128100,150000,159600,145800,137500,151500,140700,148800
ZCTA5 72532,72532,57300,57200,54300,55800,60400,69500,76900,82800,87000,88300,86900,101300,107600,113100
ZCTA5 72533,72533,84100,85100,80500,70800,61700,68800,75200,75600,78800,97200,92500,155100,186800,185100
ZCTA5 72534,72534,94500,77800,81100,77100,82100,87300,93200,94000,89000,78300,57100,63000,57200,67300
ZCTA5 72536,72536,66300,81600,82500,83300,80700,79300,76900,76900,76700,76900,57800,72100,102200,115400
ZCTA5 72537,72537,88600,98900,123900,121000,112500,121300,113200,115700,146000,85500,83600,110600,118800,122900
ZCTA5 72538,72538,99200,95700,170800,98900,113700,117500,136000,104600,127800,126900,-,-,270000,259600
ZCTA5 72539,72539,106100,119600,150500,63500,,-,-,-,-,155600,153200,66100,60400,102200
ZCTA5 72540,72540,76700,75000,112100,102900,101100,103500,-,-,137500,129200,97500,110000,110400,-
ZCTA5 72542,72542,85200,98800,107100,102200,110100,104000,99700,94700,104800,84500,84000,96500,90500,98500
ZCTA5 72543,72543,123200,134600,134700,139200,141700,139400,138500,151300,146800,147100,154300,174000,180300,187800
ZCTA5 72544,72544,160200,159100,158200,130300,121100,109900,102500,89000,-,152000,162200,163000,198500,193100
ZCTA5 72546,72546,87400,89100,93300,80500,95000,95000,-,-,109700,113600,160000,-,-,-
ZCTA5 72550,72550,103800,80000,70900,81000,89700,94600,116400,96700,100700,102400,96100,-,107600,-
ZCTA5 72553,72553,26100,27800,28000,27700,33800,40000,-,-,65000,75000,109900,133300,-,142000
ZCTA5 72554,72554,80400,88400,83200,86100,99800,88500,106200,109200,82700,85100,88300,105300,125900,145000
ZCTA5 72555,72555,55300,59800,65500,65000,,-,-,-,135400,187500,139400,162500,203800,145500
ZCTA5 72556,72556,86100,85800,79700,89600,103500,90000,82000,84500,83900,82700,85500,133100,173600,152500
ZCTA5 72560,72560,99500,96500,94000,99800,99900,122400,124100,135400,150300,151700,134000,165000,159400,178400
ZCTA5 72561,72561,80800,79400,77400,82900,90900,96200,109000,107600,86800,87100,111500,124700,124500,265600
ZCTA5 72562,72562,71200,76900,73800,74000,80600,79700,85900,77700,75500,78200,79800,93600,102400,144600
ZCTA5 72564,72564,68700,69400,66900,73000,61300,-,65300,76400,74500,92900,77300,85600,99800,100900
ZCTA5 72565,72565,75000,70200,77800,80700,82300,82900,84300,80700,73800,72900,79400,86600,83500,89700
ZCTA5 72566,72566,116200,102700,69000,62100,49200,47700,62900,60500,61900,58700,56900,57000,58100,67200
ZCTA5 72567,72567,105300,89700,101400,95800,77500,70800,77700,74600,118800,92900,56500,58000,65200,64300
ZCTA5 72568,72568,67200,68000,84300,81800,82400,80400,58300,57700,80400,80600,85400,127200,115300,103100
ZCTA5 72569,72569,83800,63800,66700,14100,,62300,81200,85900,83700,83900,-,-,113600,207000
ZCTA5 72571,72571,80500,78600,-,79200,150900,158200,138300,138800,-,55000,-,-,-,414300
