Geographic_Area_Name,zipCode,Charged_for_other_fuels!!$250_to_$749_2021,Charged_for_other_fuels!!$250_to_$749_2022,Charged_for_other_fuels!!$250_to_$749_2023,Charged_for_other_fuels!!$750+units_2021,Charged_for_other_fuels!!$750+units_2022,Charged_for_other_fuels!!$750+units_2023,Charged_for_other_fuels!!Less_than_$250_2021,Charged_for_other_fuels!!Less_than_$250_2022,Charged_for_other_fuels!!Less_than_$250_2023,Charged_for_other_fuels_2021,Charged_for_other_fuels_2022,Charged_for_other_fuels_2023,"Not_charged,_not_used,_or_payment_included_in_other_fees_2021","Not_charged,_not_used,_or_payment_included_in_other_fees_2022","Not_charged,_not_used,_or_payment_included_in_other_fees_2023",Total_2021,Total_2022,Total_2023
ZCTA5 05363,05363,95,119,125,459,477,459,0,13,13,554,609,597,376,313,453,930,922,1050
ZCTA5 05401,05401,201,166,160,299,329,389,65,31,61,565,526,610,12466,12708,12751,13031,13234,13361
ZCTA5 05403,05403,290,282,273,647,585,492,67,22,21,1004,889,786,7647,7900,8499,8651,8789,9285
ZCTA5 05404,05404,14,26,51,123,104,123,0,0,0,137,130,174,3491,3547,3667,3628,3677,3841
ZCTA5 05405,05405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
ZCTA5 05408,05408,115,134,137,290,356,366,154,82,114,559,572,617,3660,3636,3727,4219,4208,4344
ZCTA5 05439,05439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05440,05440,74,60,74,255,245,267,43,35,15,372,340,356,392,487,460,764,827,816
ZCTA5 05441,05441,28,24,38,149,141,108,7,2,3,184,167,149,54,79,72,238,246,221
ZCTA5 05442,05442,40,34,34,90,108,118,0,0,0,130,142,152,49,37,45,179,179,197
ZCTA5 05443,05443,288,332,377,819,764,751,126,131,140,1233,1227,1268,1458,1490,1525,2691,2717,2793
ZCTA5 05444,05444,76,74,68,187,194,191,32,20,21,295,288,280,295,338,412,590,626,692
ZCTA5 05445,05445,346,303,289,504,539,498,70,68,147,920,910,934,797,798,820,1717,1708,1754
ZCTA5 05446,05446,383,259,301,798,890,812,135,112,72,1316,1261,1185,5417,5745,5652,6733,7006,6837
ZCTA5 05447,05447,10,7,8,11,15,21,5,6,6,26,28,35,13,17,21,39,45,56
ZCTA5 05448,05448,56,42,37,124,137,166,7,10,4,187,189,207,157,174,184,344,363,391
ZCTA5 05450,05450,182,166,140,670,734,747,109,84,66,961,984,953,903,987,1096,1864,1971,2049
ZCTA5 05452,05452,327,336,340,888,907,820,138,95,220,1353,1338,1380,8012,8237,8269,9365,9575,9649
ZCTA5 05454,05454,112,89,64,458,482,510,155,152,173,725,723,747,1375,1263,1241,2100,1986,1988
ZCTA5 05455,05455,80,71,64,147,186,215,11,5,6,238,262,285,220,195,177,458,457,462
ZCTA5 05456,05456,30,52,35,134,140,138,19,21,18,183,213,191,219,188,201,402,401,392
ZCTA5 05457,05457,78,82,92,152,148,206,28,48,46,258,278,344,309,330,349,567,608,693
ZCTA5 05458,05458,94,85,76,303,286,305,4,5,19,401,376,400,472,501,479,873,877,879
ZCTA5 05459,05459,13,17,35,271,250,220,0,7,8,284,274,263,325,440,526,609,714,789
ZCTA5 05461,05461,215,240,283,1070,929,932,109,112,124,1394,1281,1339,685,867,838,2079,2148,2177
ZCTA5 05462,05462,94,137,137,214,262,242,70,61,52,378,460,431,340,342,367,718,802,798
ZCTA5 05463,05463,7,5,8,87,79,83,21,19,17,115,103,108,98,118,139,213,221,247
ZCTA5 05464,05464,76,112,150,388,342,338,16,18,9,480,472,497,651,616,674,1131,1088,1171
ZCTA5 05465,05465,304,236,194,599,655,658,135,119,105,1038,1010,957,1198,1213,1309,2236,2223,2266
ZCTA5 05468,05468,356,490,433,1083,1024,1201,117,143,133,1556,1657,1767,3258,3209,3156,4814,4866,4923
ZCTA5 05471,05471,57,38,51,122,112,108,3,3,1,182,153,160,225,234,238,407,387,398
ZCTA5 05472,05472,106,85,110,314,297,282,33,37,59,453,419,451,358,380,366,811,799,817
ZCTA5 05473,05473,76,105,86,162,196,223,33,21,21,271,322,330,309,320,302,580,642,632
ZCTA5 05474,05474,50,61,64,164,124,130,28,26,40,242,211,234,286,312,295,528,523,529
ZCTA5 05476,05476,162,152,109,511,533,613,54,44,26,727,729,748,492,483,474,1219,1212,1222
ZCTA5 05477,05477,167,149,113,512,586,604,113,94,53,792,829,770,1151,1110,1148,1943,1939,1918
ZCTA5 05478,05478,312,348,372,875,846,970,164,158,179,1351,1352,1521,5044,5092,4928,6395,6444,6449
ZCTA5 05481,05481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05482,05482,325,323,295,532,566,568,29,19,21,886,908,884,2294,2379,2457,3180,3287,3341
ZCTA5 05483,05483,76,89,63,173,209,242,13,21,16,262,319,321,283,354,341,545,673,662
ZCTA5 05485,05485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05486,05486,66,53,51,221,234,228,39,22,23,326,309,302,255,270,305,581,579,607
ZCTA5 05487,05487,90,80,56,199,178,187,13,8,36,302,266,279,294,333,316,596,599,595
ZCTA5 05488,05488,151,126,160,848,789,745,176,101,90,1175,1016,995,1785,1881,1929,2960,2897,2924
ZCTA5 05489,05489,248,252,230,467,433,479,61,71,69,776,756,778,632,660,603,1408,1416,1381
ZCTA5 05491,05491,262,189,152,646,656,730,64,48,75,972,893,957,1484,1430,1407,2456,2323,2364
ZCTA5 05492,05492,20,17,20,180,185,177,14,14,15,214,216,212,170,139,133,384,355,345
ZCTA5 05494,05494,66,111,101,250,266,320,28,38,38,344,415,459,224,218,213,568,633,672
ZCTA5 05495,05495,372,373,405,523,664,582,165,209,152,1060,1246,1139,3308,3318,3548,4368,4564,4687
ZCTA5 05602,05602,611,573,579,1991,2004,1909,199,164,138,2801,2741,2626,2933,2946,2969,5734,5687,5595
ZCTA5 05640,05640,3,0,15,71,70,66,0,3,2,74,73,83,1,16,16,75,89,99
ZCTA5 05641,05641,707,651,672,3190,3059,3066,126,102,123,4023,3812,3861,3348,3611,3868,7371,7423,7729
ZCTA5 05647,05647,52,55,68,184,189,185,54,58,63,290,302,316,172,173,131,462,475,447
ZCTA5 05648,05648,34,34,43,74,83,112,13,13,13,121,130,168,90,89,60,211,219,228
ZCTA5 05649,05649,29,13,4,60,74,91,8,3,3,97,90,98,95,51,62,192,141,160
ZCTA5 05650,05650,95,85,66,169,153,161,22,26,17,286,264,244,135,120,107,421,384,351
ZCTA5 05651,05651,60,36,21,227,294,268,35,26,36,322,356,325,229,237,284,551,593,609
ZCTA5 05652,05652,30,26,19,163,149,154,5,10,9,198,185,182,128,127,116,326,312,298
ZCTA5 05653,05653,16,17,37,143,131,125,0,0,0,159,148,162,86,112,91,245,260,253
ZCTA5 05654,05654,0,0,5,249,287,244,0,4,6,249,291,255,358,322,229,607,613,484
ZCTA5 05655,05655,73,103,100,586,578,644,127,104,89,786,785,833,455,439,413,1241,1224,1246
ZCTA5 05656,05656,75,72,88,404,462,591,43,30,6,522,564,685,762,698,664,1284,1262,1349
ZCTA5 05658,05658,94,84,73,267,187,225,18,22,28,379,293,326,230,232,245,609,525,571
ZCTA5 05660,05660,91,75,91,182,193,145,32,27,43,305,295,279,428,492,490,733,787,769
ZCTA5 05661,05661,179,195,239,859,966,950,145,166,156,1183,1327,1345,1516,1680,1656,2699,3007,3001
ZCTA5 05663,05663,122,104,147,1118,1095,1081,83,59,68,1323,1258,1296,888,847,1019,2211,2105,2315
ZCTA5 05664,05664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05666,05666,0,0,5,2,3,0,9,9,0,11,12,5,7,3,4,18,15,9
ZCTA5 05667,05667,136,82,84,352,402,377,41,27,29,529,511,490,433,468,484,962,979,974
ZCTA5 05669,05669,35,41,30,174,192,180,8,9,12,217,242,222,102,102,76,319,344,298
ZCTA5 05670,05670,0,0,0,39,31,38,0,0,0,39,31,38,0,0,0,39,31,38
ZCTA5 05672,05672,163,127,127,833,1009,866,92,134,128,1088,1270,1121,1409,1198,1341,2497,2468,2462
ZCTA5 05673,05673,96,92,115,297,260,252,42,48,38,435,400,405,694,700,695,1129,1100,1100
ZCTA5 05674,05674,95,79,100,118,109,104,43,56,56,256,244,260,446,512,468,702,756,728
ZCTA5 05675,05675,13,18,10,265,301,272,18,8,33,296,327,315,122,127,139,418,454,454
ZCTA5 05676,05676,126,106,110,593,515,466,35,24,12,754,645,588,1272,1418,1564,2026,2063,2152
ZCTA5 05677,05677,74,74,66,256,286,234,29,32,31,359,392,331,506,514,502,865,906,833
ZCTA5 05678,05678,0,0,0,20,24,0,0,0,0,20,24,0,14,15,58,34,39,58
ZCTA5 05679,05679,73,83,105,508,499,401,86,45,30,667,627,536,528,544,721,1195,1171,1257
ZCTA5 05680,05680,101,107,109,378,383,411,40,29,32,519,519,552,369,272,292,888,791,844
ZCTA5 05681,05681,4,4,0,30,20,13,0,0,0,34,24,13,25,40,42,59,64,55
ZCTA5 05682,05682,67,44,38,185,187,193,19,11,16,271,242,247,246,263,258,517,505,505
ZCTA5 05701,05701,634,610,568,4071,3856,3686,215,200,171,4920,4666,4425,4458,4708,4832,9378,9374,9257
ZCTA5 05730,05730,2,11,15,105,112,120,3,3,3,110,126,138,43,52,70,153,178,208
ZCTA5 05731,05731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
ZCTA5 05732,05732,27,37,51,228,245,209,28,29,36,283,311,296,213,255,298,496,566,594
ZCTA5 05733,05733,258,208,210,1016,1121,1176,152,172,156,1426,1501,1542,1079,990,914,2505,2491,2456
ZCTA5 05734,05734,74,68,68,158,189,210,15,9,27,247,266,305,279,265,257,526,531,562
ZCTA5 05735,05735,138,133,104,582,522,547,34,36,10,754,691,661,595,659,576,1349,1350,1237
ZCTA5 05736,05736,29,22,0,79,67,90,0,0,0,108,89,90,131,137,137,239,226,227
ZCTA5 05737,05737,16,10,13,106,100,127,26,26,15,148,136,155,94,91,122,242,227,277
ZCTA5 05738,05738,49,56,52,242,216,214,37,51,60,328,323,326,140,143,117,468,466,443
ZCTA5 05739,05739,60,52,56,194,218,249,20,21,33,274,291,338,247,260,227,521,551,565
ZCTA5 05742,05742,43,47,21,109,99,130,0,0,15,152,146,166,78,110,89,230,256,255
ZCTA5 05743,05743,82,120,131,789,760,747,43,29,26,914,909,904,635,629,754,1549,1538,1658
ZCTA5 05744,05744,57,54,6,46,61,65,2,1,15,105,116,86,78,113,151,183,229,237
ZCTA5 05746,05746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 05747,05747,19,14,13,52,53,61,1,3,9,72,70,83,67,75,76,139,145,159
ZCTA5 05748,05748,17,9,7,44,41,42,23,28,34,84,78,83,150,135,131,234,213,214
ZCTA5 05751,05751,27,45,50,118,113,143,26,24,35,171,182,228,140,142,150,311,324,378
ZCTA5 05753,05753,340,320,372,926,1055,1057,115,83,91,1381,1458,1520,2229,2109,2099,3610,3567,3619
ZCTA5 05757,05757,41,53,53,156,148,142,23,14,8,220,215,203,98,105,99,318,320,302
ZCTA5 05758,05758,23,30,29,104,119,133,16,17,19,143,166,181,100,103,115,243,269,296
ZCTA5 05759,05759,41,68,64,384,425,502,9,15,22,434,508,588,285,285,237,719,793,825
ZCTA5 05760,05760,29,23,16,125,127,166,8,8,15,162,158,197,193,213,219,355,371,416
ZCTA5 05761,05761,20,45,49,167,187,190,21,15,21,208,247,260,212,195,204,420,442,464
ZCTA5 05762,05762,13,4,0,77,90,92,7,9,2,97,103,94,96,109,96,193,212,190
ZCTA5 05763,05763,100,103,97,559,590,704,42,49,12,701,742,813,524,515,473,1225,1257,1286
ZCTA5 05764,05764,85,94,67,506,530,496,42,52,56,633,676,619,427,465,558,1060,1141,1177
ZCTA5 05765,05765,28,39,49,451,452,446,8,8,9,487,499,504,181,198,188,668,697,692
ZCTA5 05766,05766,61,58,65,72,62,49,9,11,18,142,131,132,101,85,69,243,216,201
ZCTA5 05767,05767,95,78,97,257,294,309,40,19,23,392,391,429,292,293,307,684,684,736
ZCTA5 05768,05768,2,0,0,6,14,11,0,0,0,8,14,11,6,4,3,14,18,14
ZCTA5 05769,05769,60,56,55,209,199,243,43,52,38,312,307,336,167,153,172,479,460,508
ZCTA5 05770,05770,22,21,16,175,193,204,24,17,21,221,231,241,221,236,252,442,467,493
ZCTA5 05772,05772,26,18,25,139,182,231,7,16,14,172,216,270,196,143,145,368,359,415
ZCTA5 05773,05773,122,119,81,480,514,475,14,14,19,616,647,575,271,265,284,887,912,859
ZCTA5 05774,05774,75,41,40,131,177,187,8,8,12,214,226,239,174,190,191,388,416,430
ZCTA5 05775,05775,6,21,26,95,84,84,11,13,13,112,118,123,125,126,103,237,244,226
ZCTA5 05776,05776,7,14,13,37,31,26,19,14,31,63,59,70,83,79,71,146,138,141
ZCTA5 05777,05777,140,110,115,832,905,850,20,27,16,992,1042,981,408,390,420,1400,1432,1401
ZCTA5 05778,05778,33,24,29,91,126,128,49,50,49,173,200,206,154,196,170,327,396,376
ZCTA5 05819,05819,347,368,323,1465,1603,1657,139,129,106,1951,2100,2086,1917,1904,1890,3868,4004,3976
ZCTA5 05820,05820,24,17,13,83,99,94,2,2,2,109,118,109,47,28,21,156,146,130
ZCTA5 05821,05821,21,24,28,175,161,164,20,27,14,216,212,206,147,145,196,363,357,402
ZCTA5 05822,05822,80,112,54,452,439,538,35,38,35,567,589,627,243,271,239,810,860,866
ZCTA5 05824,05824,120,124,152,191,238,198,70,74,85,381,436,435,131,89,109,512,525,544
ZCTA5 05825,05825,6,0,0,18,10,25,0,0,0,24,10,25,7,14,17,31,24,42
ZCTA5 05826,05826,60,67,80,143,165,156,24,27,29,227,259,265,84,71,56,311,330,321
ZCTA5 05827,05827,27,29,47,48,58,68,19,20,6,94,107,121,65,69,89,159,176,210
ZCTA5 05828,05828,122,110,119,385,399,371,25,35,48,532,544,538,315,357,358,847,901,896
ZCTA5 05829,05829,70,34,41,399,451,454,2,2,8,471,487,503,274,316,309,745,803,812
ZCTA5 05830,05830,46,54,49,311,328,398,15,17,16,372,399,463,263,241,249,635,640,712
ZCTA5 05832,05832,34,31,30,207,245,199,6,4,22,247,280,251,156,146,146,403,426,397
ZCTA5 05833,05833,2,2,0,11,9,13,0,0,0,13,11,13,5,6,5,18,17,18
ZCTA5 05836,05836,61,83,137,303,263,257,16,11,13,380,357,407,163,182,150,543,539,557
ZCTA5 05837,05837,24,33,37,70,78,61,8,7,4,102,118,102,58,44,49,160,162,151
ZCTA5 05839,05839,10,16,13,156,145,165,11,19,8,177,180,186,65,69,53,242,249,239
ZCTA5 05840,05840,0,0,3,15,16,9,0,0,0,15,16,12,4,7,6,19,23,18
ZCTA5 05841,05841,31,11,24,79,73,55,9,6,8,119,90,87,61,73,73,180,163,160
ZCTA5 05842,05842,16,5,9,124,119,133,7,7,7,147,131,149,76,88,87,223,219,236
ZCTA5 05843,05843,214,226,199,289,267,357,50,40,11,553,533,567,452,555,505,1005,1088,1072
ZCTA5 05845,05845,88,80,99,324,333,363,20,27,39,432,440,501,96,92,70,528,532,571
ZCTA5 05846,05846,65,52,52,287,287,243,11,16,14,363,355,309,262,229,245,625,584,554
ZCTA5 05847,05847,28,15,15,160,183,210,18,23,21,206,221,246,120,142,151,326,363,397
ZCTA5 05850,05850,0,0,0,37,63,75,0,0,0,37,63,75,19,0,0,56,63,75
ZCTA5 05851,05851,318,284,256,863,833,937,147,237,234,1328,1354,1427,1167,1137,1100,2495,2491,2527
ZCTA5 05853,05853,39,38,41,161,159,166,24,32,18,224,229,225,99,113,106,323,342,331
ZCTA5 05855,05855,222,159,164,1470,1571,1539,177,188,116,1869,1918,1819,1410,1345,1443,3279,3263,3262
ZCTA5 05857,05857,79,71,75,268,293,262,20,42,47,367,406,384,205,221,219,572,627,603
ZCTA5 05858,05858,36,23,16,51,52,64,4,4,4,91,79,84,47,40,50,138,119,134
ZCTA5 05859,05859,155,122,127,422,424,451,32,42,59,609,588,637,268,255,255,877,843,892
ZCTA5 05860,05860,164,161,145,575,587,614,45,36,34,784,784,793,356,345,363,1140,1129,1156
ZCTA5 05862,05862,6,2,9,76,85,86,14,14,10,96,101,105,64,64,84,160,165,189
ZCTA5 05866,05866,32,43,53,109,135,134,28,14,13,169,192,200,132,112,94,301,304,294
ZCTA5 05867,05867,17,27,29,119,118,157,7,9,13,143,154,199,128,89,77,271,243,276
ZCTA5 05868,05868,15,4,0,16,15,8,0,3,4,31,22,12,4,15,23,35,37,35
ZCTA5 05871,05871,60,45,49,256,255,274,23,33,32,339,333,355,217,213,210,556,546,565
ZCTA5 05872,05872,64,64,60,227,238,265,20,31,11,311,333,336,100,78,56,411,411,392
ZCTA5 05873,05873,14,13,21,144,165,155,26,29,37,184,207,213,160,130,152,344,337,365
ZCTA5 05874,05874,32,20,13,95,88,99,9,14,19,136,122,131,79,95,115,215,217,246
ZCTA5 05875,05875,29,36,30,102,112,116,27,16,18,158,164,164,41,38,49,199,202,213
ZCTA5 05901,05901,0,0,0,9,0,0,0,0,0,9,0,0,0,0,5,9,0,5
ZCTA5 05902,05902,7,8,5,26,38,32,4,5,4,37,51,41,20,9,7,57,60,48
ZCTA5 05903,05903,40,45,51,227,217,235,8,6,5,275,268,291,76,47,61,351,315,352
ZCTA5 05904,05904,0,0,0,75,84,81,0,0,0,75,84,81,20,21,11,95,105,92
ZCTA5 05905,05905,55,65,47,232,247,272,25,22,24,312,334,343,102,114,115,414,448,458
ZCTA5 05906,05906,51,57,54,285,302,298,14,11,20,350,370,372,177,130,154,527,500,526
ZCTA5 05907,05907,9,10,4,24,30,26,9,12,15,42,52,45,14,16,8,56,68,53
ZCTA5 06001,06001,258,195,162,2165,2204,2086,100,60,40,2523,2459,2288,5047,5270,5471,7570,7729,7759
ZCTA5 06002,06002,443,337,299,1483,1384,1562,174,203,151,2100,1924,2012,6702,7060,6980,8802,8984,8992
ZCTA5 06010,06010,1865,1402,1315,7793,7568,7645,451,355,464,10109,9325,9424,14448,14742,15321,24557,24067,24745
ZCTA5 06013,06013,402,376,404,1564,1473,1417,208,188,194,2174,2037,2015,1144,1169,1237,3318,3206,3252
ZCTA5 06016,06016,168,64,97,920,755,884,28,38,40,1116,857,1021,1614,1955,1900,2730,2812,2921
ZCTA5 06018,06018,97,102,59,383,315,407,60,41,29,540,458,495,515,569,580,1055,1027,1075
ZCTA5 06019,06019,203,137,139,1503,1513,1497,273,186,192,1979,1836,1828,2194,2285,2278,4173,4121,4106
ZCTA5 06020,06020,19,19,0,0,0,0,0,0,0,19,19,0,0,0,0,19,19,0
ZCTA5 06021,06021,90,67,63,260,281,296,32,30,22,382,378,381,216,243,220,598,621,601
ZCTA5 06022,06022,0,0,0,23,25,0,0,0,0,23,25,0,0,0,15,23,25,15
ZCTA5 06023,06023,0,0,0,287,251,274,30,29,9,317,280,283,376,394,376,693,674,659
ZCTA5 06024,06024,34,56,17,95,71,143,8,9,12,137,136,172,52,43,50,189,179,222
ZCTA5 06026,06026,145,152,178,818,849,753,58,58,73,1021,1059,1004,858,876,915,1879,1935,1919
ZCTA5 06027,06027,83,74,85,279,303,317,23,21,29,385,398,431,216,121,142,601,519,573
ZCTA5 06029,06029,465,426,434,1963,2113,2137,110,83,56,2538,2622,2627,4176,3849,3675,6714,6471,6302
ZCTA5 06031,06031,60,58,48,325,311,284,43,26,22,428,395,354,202,214,236,630,609,590
ZCTA5 06032,06032,339,278,241,1842,1984,1945,154,143,173,2335,2405,2359,5455,5490,5507,7790,7895,7866
ZCTA5 06033,06033,235,272,250,2756,2783,2707,162,184,153,3153,3239,3110,8777,8777,8871,11930,12016,11981
ZCTA5 06035,06035,281,244,310,1406,1330,1296,72,98,120,1759,1672,1726,1399,1442,1423,3158,3114,3149
ZCTA5 06037,06037,279,278,282,1638,1743,1778,57,66,28,1974,2087,2088,5438,5460,5584,7412,7547,7672
ZCTA5 06039,06039,129,105,105,277,243,216,0,0,0,406,348,321,323,413,411,729,761,732
ZCTA5 06040,06040,380,394,480,2501,2334,2268,112,69,47,2993,2797,2795,11837,12043,11897,14830,14840,14692
ZCTA5 06042,06042,281,231,220,1792,1728,1696,46,42,75,2119,2001,1991,8003,8059,8368,10122,10060,10359
ZCTA5 06043,06043,372,323,223,837,920,1040,50,30,25,1259,1273,1288,609,644,663,1868,1917,1951
ZCTA5 06051,06051,175,63,67,568,703,550,27,33,13,770,799,630,11434,11603,11526,12204,12402,12156
ZCTA5 06052,06052,76,61,58,340,453,556,0,0,20,416,514,634,2913,2777,2772,3329,3291,3406
ZCTA5 06053,06053,197,252,277,1414,1271,1256,23,29,73,1634,1552,1606,11148,11386,12166,12782,12938,13772
ZCTA5 06057,06057,351,364,279,1204,1202,1132,128,129,89,1683,1695,1500,827,779,905,2510,2474,2405
ZCTA5 06058,06058,58,58,57,335,360,325,36,32,19,429,450,401,271,320,362,700,770,763
ZCTA5 06059,06059,0,4,3,17,16,56,0,0,0,17,20,59,0,36,38,17,56,97
ZCTA5 06060,06060,93,122,68,379,467,500,19,0,0,491,589,568,281,228,280,772,817,848
ZCTA5 06061,06061,18,14,0,92,112,140,0,0,0,110,126,140,0,107,107,110,233,247
ZCTA5 06062,06062,472,309,263,2110,2206,2185,144,156,112,2726,2671,2560,5278,5399,5557,8004,8070,8117
ZCTA5 06063,06063,92,111,82,714,671,589,62,75,62,868,857,733,352,399,474,1220,1256,1207
ZCTA5 06065,06065,17,26,29,181,190,178,0,3,4,198,219,211,39,29,35,237,248,246
ZCTA5 06066,06066,415,448,394,3407,3305,3349,182,157,191,4004,3910,3934,9691,9070,9563,13695,12980,13497
ZCTA5 06067,06067,171,191,176,1412,1274,1074,167,137,112,1750,1602,1362,7144,7166,7556,8894,8768,8918
ZCTA5 06068,06068,54,26,38,181,184,201,9,0,10,244,210,249,430,582,496,674,792,745
ZCTA5 06069,06069,150,73,86,276,415,406,46,54,79,472,542,571,699,696,808,1171,1238,1379
ZCTA5 06070,06070,306,329,315,2048,1896,2060,148,182,156,2502,2407,2531,3311,3262,3223,5813,5669,5754
ZCTA5 06071,06071,374,315,288,1870,2008,1921,145,160,147,2389,2483,2356,1011,1015,1124,3400,3498,3480
ZCTA5 06072,06072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 06073,06073,113,85,111,697,723,720,57,54,32,867,862,863,1281,1283,1323,2148,2145,2186
ZCTA5 06074,06074,256,233,232,2189,2130,2159,248,221,225,2693,2584,2616,7233,7281,7104,9926,9865,9720
ZCTA5 06076,06076,821,672,675,2257,2299,2099,190,173,189,3268,3144,2963,1785,1842,1905,5053,4986,4868
ZCTA5 06078,06078,257,182,156,1516,1485,1562,10,78,88,1783,1745,1806,2070,2218,2140,3853,3963,3946
ZCTA5 06079,06079,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,0
ZCTA5 06080,06080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 06081,06081,12,25,29,146,138,159,21,35,37,179,198,225,421,443,427,600,641,652
ZCTA5 06082,06082,929,777,778,6162,6076,6164,317,226,290,7408,7079,7232,9180,9315,9630,16588,16394,16862
ZCTA5 06084,06084,570,645,798,2727,2715,2586,208,205,191,3505,3565,3575,1906,1760,1650,5411,5325,5225
ZCTA5 06085,06085,114,106,80,1112,1096,933,107,64,35,1333,1266,1048,1565,1608,1794,2898,2874,2842
ZCTA5 06088,06088,123,179,173,334,391,368,102,78,92,559,648,633,1627,1615,1586,2186,2263,2219
ZCTA5 06089,06089,38,34,24,307,310,291,0,0,19,345,344,334,940,1201,1258,1285,1545,1592
ZCTA5 06090,06090,51,36,28,97,132,118,0,0,0,148,168,146,186,190,230,334,358,376
ZCTA5 06091,06091,11,6,4,28,35,43,0,8,8,39,49,55,54,44,33,93,93,88
ZCTA5 06092,06092,99,58,44,493,488,471,27,13,11,619,559,526,793,773,762,1412,1332,1288
ZCTA5 06093,06093,268,289,230,534,452,555,98,82,71,900,823,856,456,521,524,1356,1344,1380
ZCTA5 06095,06095,485,528,525,3522,3046,3108,225,278,282,4232,3852,3915,7046,7365,7445,11278,11217,11360
ZCTA5 06096,06096,279,219,187,1634,1792,1655,146,157,140,2059,2168,1982,3298,3249,3372,5357,5417,5354
ZCTA5 06098,06098,247,294,262,1209,1123,1241,185,192,202,1641,1609,1705,3067,3169,3278,4708,4778,4983
ZCTA5 06103,06103,0,0,0,9,10,10,9,16,0,18,26,10,1406,1670,2032,1424,1696,2042
ZCTA5 06105,06105,20,23,10,103,110,93,61,60,64,184,193,167,9501,9527,9831,9685,9720,9998
ZCTA5 06106,06106,97,85,64,1005,967,705,86,25,33,1188,1077,802,12988,13580,14047,14176,14657,14849
ZCTA5 06107,06107,221,226,220,1301,1267,1241,67,88,74,1589,1581,1535,6323,6514,6532,7912,8095,8067
ZCTA5 06108,06108,100,100,111,914,1008,1013,99,112,40,1113,1220,1164,8024,8076,8333,9137,9296,9497
ZCTA5 06109,06109,292,286,258,1553,1635,1642,140,137,150,1985,2058,2050,9426,9304,9283,11411,11362,11333
ZCTA5 06110,06110,85,96,62,612,580,505,104,56,59,801,732,626,4574,4648,4640,5375,5380,5266
ZCTA5 06111,06111,349,281,318,2044,1858,1885,165,184,266,2558,2323,2469,10017,10191,10285,12575,12514,12754
ZCTA5 06112,06112,154,196,173,481,378,356,33,16,13,668,590,542,6865,7012,7045,7533,7602,7587
ZCTA5 06114,06114,100,78,137,508,560,519,52,67,18,660,705,674,8989,9285,9173,9649,9990,9847
ZCTA5 06117,06117,180,159,146,812,757,751,68,75,56,1060,991,953,4699,4869,4948,5759,5860,5901
ZCTA5 06118,06118,514,504,440,2057,1940,2071,222,186,173,2793,2630,2684,7717,8160,8338,10510,10790,11022
ZCTA5 06119,06119,182,124,168,547,621,714,44,21,45,773,766,927,5709,5769,5886,6482,6535,6813
ZCTA5 06120,06120,53,46,35,128,108,102,0,11,6,181,165,143,4580,4729,4840,4761,4894,4983
ZCTA5 06226,06226,243,375,368,1199,1610,1459,28,38,30,1470,2023,1857,5282,4945,5329,6752,6968,7186
ZCTA5 06231,06231,152,99,114,740,763,724,38,46,48,930,908,886,454,506,473,1384,1414,1359
ZCTA5 06232,06232,151,119,87,646,701,662,15,15,16,812,835,765,366,323,408,1178,1158,1173
ZCTA5 06234,06234,122,144,106,1477,1386,1309,38,51,55,1637,1581,1470,1196,1358,1454,2833,2939,2924
ZCTA5 06235,06235,127,129,98,408,454,450,17,12,10,552,595,558,326,304,318,878,899,876
ZCTA5 06237,06237,249,141,117,1009,959,981,148,121,115,1406,1221,1213,810,940,909,2216,2161,2122
ZCTA5 06238,06238,667,607,563,1907,2095,2072,194,203,185,2768,2905,2820,2012,2026,2061,4780,4931,4881
ZCTA5 06239,06239,379,295,303,1476,1605,1519,249,227,236,2104,2127,2058,2379,2700,2669,4483,4827,4727
ZCTA5 06241,06241,256,219,213,1364,1204,1064,72,81,80,1692,1504,1357,992,1047,1214,2684,2551,2571
ZCTA5 06242,06242,51,37,30,252,239,250,12,18,19,315,294,299,202,183,181,517,477,480
ZCTA5 06243,06243,0,0,0,21,0,13,0,0,0,21,0,13,36,31,12,57,31,25
ZCTA5 06247,06247,150,115,108,496,515,494,29,21,30,675,651,632,291,291,295,966,942,927
ZCTA5 06248,06248,229,215,244,996,904,876,110,160,120,1335,1279,1240,884,835,853,2219,2114,2093
ZCTA5 06249,06249,354,387,310,1156,1065,1079,153,134,136,1663,1586,1525,1184,1209,1296,2847,2795,2821
ZCTA5 06250,06250,151,215,141,820,1024,854,197,121,85,1168,1360,1080,1000,1081,782,2168,2441,1862
