period_start_year,period_end_year,walkability_category,years_in_period,active_license_count,category_weight,aggregation_unit,year,land_area_sqmi,category_license_density_per_sqmi,category_weight_density_per_sqmi
2024,2025,auto_oriented,2,2.5,-7.5,HYDE PARK,2024,,,
2024,2025,community_and_entertainment,2,24.5,49.0,HYDE PARK,2024,,,
2024,2025,fresh_food_and_daily_needs,2,302.0,906.0,HYDE PARK,2024,,,
2024,2025,home_based_or_non_storefront,2,32.5,0.0,HYDE PARK,2024,,,
2024,2025,industrial_or_logistics,2,13.0,-26.0,HYDE PARK,2024,,,
2024,2025,local_retail_and_commercial_services,2,49.5,49.5,HYDE PARK,2024,,,
2024,2025,personal_and_health_services,2,71.5,143.0,HYDE PARK,2024,,,
2024,2025,restaurants_and_social_life,2,132.5,397.5,HYDE PARK,2024,,,
2024,2025,uncategorized,2,46.5,0.0,HYDE PARK,2024,,,
2002,2003,auto_oriented,2,210.5,-631.5,IRVING PARK,2002,,,
2002,2003,community_and_entertainment,2,69.5,139.0,IRVING PARK,2002,,,
2002,2003,fresh_food_and_daily_needs,2,532.5,1597.5,IRVING PARK,2002,,,
2002,2003,home_based_or_non_storefront,2,144.0,0.0,IRVING PARK,2002,,,
2002,2003,industrial_or_logistics,2,139.5,-279.0,IRVING PARK,2002,,,
2002,2003,local_retail_and_commercial_services,2,150.5,150.5,IRVING PARK,2002,,,
2002,2003,personal_and_health_services,2,154.5,309.0,IRVING PARK,2002,,,
2002,2003,restaurants_and_social_life,2,245.0,735.0,IRVING PARK,2002,,,
2002,2003,uncategorized,2,857.5,0.0,IRVING PARK,2002,,,
2004,2005,auto_oriented,2,262.0,-786.0,IRVING PARK,2004,,,
2004,2005,community_and_entertainment,2,90.5,181.0,IRVING PARK,2004,,,
2004,2005,fresh_food_and_daily_needs,2,711.5,2134.5,IRVING PARK,2004,,,
2004,2005,home_based_or_non_storefront,2,179.0,0.0,IRVING PARK,2004,,,
2004,2005,industrial_or_logistics,2,169.5,-339.0,IRVING PARK,2004,,,
2004,2005,local_retail_and_commercial_services,2,205.5,205.5,IRVING PARK,2004,,,
2004,2005,personal_and_health_services,2,202.0,404.0,IRVING PARK,2004,,,
2004,2005,restaurants_and_social_life,2,208.5,625.5,IRVING PARK,2004,,,
2004,2005,uncategorized,2,1113.5,0.0,IRVING PARK,2004,,,
2006,2007,auto_oriented,2,258.0,-774.0,IRVING PARK,2006,,,
2006,2007,community_and_entertainment,2,84.0,168.0,IRVING PARK,2006,,,
2006,2007,fresh_food_and_daily_needs,2,678.0,2034.0,IRVING PARK,2006,,,
2006,2007,home_based_or_non_storefront,2,174.5,0.0,IRVING PARK,2006,,,
2006,2007,industrial_or_logistics,2,157.5,-315.0,IRVING PARK,2006,,,
2006,2007,local_retail_and_commercial_services,2,193.5,193.5,IRVING PARK,2006,,,
2006,2007,personal_and_health_services,2,161.0,322.0,IRVING PARK,2006,,,
2006,2007,restaurants_and_social_life,2,206.0,618.0,IRVING PARK,2006,,,
2006,2007,uncategorized,2,1074.5,0.0,IRVING PARK,2006,,,
2008,2009,auto_oriented,2,198.5,-595.5,IRVING PARK,2008,,,
2008,2009,community_and_entertainment,2,66.5,133.0,IRVING PARK,2008,,,
2008,2009,fresh_food_and_daily_needs,2,495.0,1485.0,IRVING PARK,2008,,,
2008,2009,home_based_or_non_storefront,2,131.0,0.0,IRVING PARK,2008,,,
2008,2009,industrial_or_logistics,2,110.0,-220.0,IRVING PARK,2008,,,
2008,2009,local_retail_and_commercial_services,2,126.5,126.5,IRVING PARK,2008,,,
2008,2009,personal_and_health_services,2,137.0,274.0,IRVING PARK,2008,,,
2008,2009,restaurants_and_social_life,2,149.5,448.5,IRVING PARK,2008,,,
2008,2009,uncategorized,2,728.0,0.0,IRVING PARK,2008,,,
2010,2011,auto_oriented,2,200.5,-601.5,IRVING PARK,2010,,,
2010,2011,community_and_entertainment,2,74.5,149.0,IRVING PARK,2010,,,
2010,2011,fresh_food_and_daily_needs,2,511.5,1534.5,IRVING PARK,2010,,,
2010,2011,home_based_or_non_storefront,2,132.5,0.0,IRVING PARK,2010,,,
2010,2011,industrial_or_logistics,2,106.0,-212.0,IRVING PARK,2010,,,
2010,2011,local_retail_and_commercial_services,2,126.5,126.5,IRVING PARK,2010,,,
2010,2011,personal_and_health_services,2,149.0,298.0,IRVING PARK,2010,,,
2010,2011,restaurants_and_social_life,2,163.5,490.5,IRVING PARK,2010,,,
2010,2011,uncategorized,2,709.0,0.0,IRVING PARK,2010,,,
2012,2013,auto_oriented,2,227.0,-681.0,IRVING PARK,2012,,,
2012,2013,community_and_entertainment,2,69.5,139.0,IRVING PARK,2012,,,
2012,2013,fresh_food_and_daily_needs,2,548.0,1644.0,IRVING PARK,2012,,,
2012,2013,home_based_or_non_storefront,2,145.0,0.0,IRVING PARK,2012,,,
2012,2013,industrial_or_logistics,2,103.0,-206.0,IRVING PARK,2012,,,
2012,2013,local_retail_and_commercial_services,2,126.0,126.0,IRVING PARK,2012,,,
2012,2013,personal_and_health_services,2,178.0,356.0,IRVING PARK,2012,,,
2012,2013,restaurants_and_social_life,2,169.0,507.0,IRVING PARK,2012,,,
2012,2013,uncategorized,2,612.0,0.0,IRVING PARK,2012,,,
2014,2015,auto_oriented,2,168.0,-504.0,IRVING PARK,2014,,,
2014,2015,community_and_entertainment,2,51.0,102.0,IRVING PARK,2014,,,
2014,2015,fresh_food_and_daily_needs,2,549.0,1647.0,IRVING PARK,2014,,,
2014,2015,home_based_or_non_storefront,2,106.0,0.0,IRVING PARK,2014,,,
2014,2015,industrial_or_logistics,2,88.0,-176.0,IRVING PARK,2014,,,
2014,2015,local_retail_and_commercial_services,2,153.0,153.0,IRVING PARK,2014,,,
2014,2015,personal_and_health_services,2,152.0,304.0,IRVING PARK,2014,,,
2014,2015,restaurants_and_social_life,2,153.0,459.0,IRVING PARK,2014,,,
2014,2015,uncategorized,2,375.0,0.0,IRVING PARK,2014,,,
2016,2017,auto_oriented,2,166.0,-498.0,IRVING PARK,2016,,,
2016,2017,community_and_entertainment,2,48.0,96.0,IRVING PARK,2016,,,
2016,2017,fresh_food_and_daily_needs,2,561.0,1683.0,IRVING PARK,2016,,,
2016,2017,home_based_or_non_storefront,2,105.5,0.0,IRVING PARK,2016,,,
2016,2017,industrial_or_logistics,2,93.5,-187.0,IRVING PARK,2016,,,
2016,2017,local_retail_and_commercial_services,2,183.0,183.0,IRVING PARK,2016,,,
2016,2017,personal_and_health_services,2,143.5,287.0,IRVING PARK,2016,,,
2016,2017,restaurants_and_social_life,2,162.0,486.0,IRVING PARK,2016,,,
2016,2017,uncategorized,2,308.0,0.0,IRVING PARK,2016,,,
2018,2019,auto_oriented,2,163.0,-489.0,IRVING PARK,2018,,,
2018,2019,community_and_entertainment,2,55.0,110.0,IRVING PARK,2018,,,
2018,2019,fresh_food_and_daily_needs,2,582.0,1746.0,IRVING PARK,2018,,,
2018,2019,home_based_or_non_storefront,2,116.0,0.0,IRVING PARK,2018,,,
2018,2019,industrial_or_logistics,2,89.0,-178.0,IRVING PARK,2018,,,
2018,2019,local_retail_and_commercial_services,2,178.5,178.5,IRVING PARK,2018,,,
2018,2019,personal_and_health_services,2,125.0,250.0,IRVING PARK,2018,,,
2018,2019,restaurants_and_social_life,2,154.5,463.5,IRVING PARK,2018,,,
2018,2019,uncategorized,2,252.0,0.0,IRVING PARK,2018,,,
2020,2021,auto_oriented,2,158.5,-475.5,IRVING PARK,2020,,,
2020,2021,community_and_entertainment,2,57.5,115.0,IRVING PARK,2020,,,
2020,2021,fresh_food_and_daily_needs,2,599.5,1798.5,IRVING PARK,2020,,,
2020,2021,home_based_or_non_storefront,2,112.5,0.0,IRVING PARK,2020,,,
2020,2021,industrial_or_logistics,2,74.5,-149.0,IRVING PARK,2020,,,
2020,2021,local_retail_and_commercial_services,2,148.0,148.0,IRVING PARK,2020,,,
2020,2021,personal_and_health_services,2,128.5,257.0,IRVING PARK,2020,,,
2020,2021,restaurants_and_social_life,2,156.0,468.0,IRVING PARK,2020,,,
2020,2021,uncategorized,2,220.0,0.0,IRVING PARK,2020,,,
2022,2023,auto_oriented,2,152.0,-456.0,IRVING PARK,2022,,,
2022,2023,community_and_entertainment,2,52.5,105.0,IRVING PARK,2022,,,
2022,2023,fresh_food_and_daily_needs,2,551.5,1654.5,IRVING PARK,2022,,,
2022,2023,home_based_or_non_storefront,2,91.5,0.0,IRVING PARK,2022,,,
2022,2023,industrial_or_logistics,2,69.5,-139.0,IRVING PARK,2022,,,
2022,2023,local_retail_and_commercial_services,2,123.5,123.5,IRVING PARK,2022,,,
2022,2023,personal_and_health_services,2,127.0,254.0,IRVING PARK,2022,,,
2022,2023,restaurants_and_social_life,2,135.5,406.5,IRVING PARK,2022,,,
2022,2023,uncategorized,2,186.5,0.0,IRVING PARK,2022,,,
2024,2025,auto_oriented,2,143.0,-429.0,IRVING PARK,2024,,,
2024,2025,community_and_entertainment,2,46.0,92.0,IRVING PARK,2024,,,
2024,2025,fresh_food_and_daily_needs,2,572.0,1716.0,IRVING PARK,2024,,,
2024,2025,home_based_or_non_storefront,2,95.5,0.0,IRVING PARK,2024,,,
2024,2025,industrial_or_logistics,2,65.5,-131.0,IRVING PARK,2024,,,
2024,2025,local_retail_and_commercial_services,2,109.0,109.0,IRVING PARK,2024,,,
2024,2025,personal_and_health_services,2,120.0,240.0,IRVING PARK,2024,,,
2024,2025,restaurants_and_social_life,2,141.0,423.0,IRVING PARK,2024,,,
2024,2025,uncategorized,2,158.5,0.0,IRVING PARK,2024,,,
2002,2003,auto_oriented,2,61.5,-184.5,JEFFERSON PARK,2002,,,
2002,2003,community_and_entertainment,2,20.0,40.0,JEFFERSON PARK,2002,,,
2002,2003,fresh_food_and_daily_needs,2,237.0,711.0,JEFFERSON PARK,2002,,,
2002,2003,home_based_or_non_storefront,2,81.0,0.0,JEFFERSON PARK,2002,,,
2002,2003,industrial_or_logistics,2,62.0,-124.0,JEFFERSON PARK,2002,,,
2002,2003,local_retail_and_commercial_services,2,64.5,64.5,JEFFERSON PARK,2002,,,
2002,2003,personal_and_health_services,2,71.0,142.0,JEFFERSON PARK,2002,,,
2002,2003,restaurants_and_social_life,2,116.0,348.0,JEFFERSON PARK,2002,,,
2002,2003,uncategorized,2,327.0,0.0,JEFFERSON PARK,2002,,,
2004,2005,auto_oriented,2,82.0,-246.0,JEFFERSON PARK,2004,,,
2004,2005,community_and_entertainment,2,29.0,58.0,JEFFERSON PARK,2004,,,
2004,2005,fresh_food_and_daily_needs,2,277.5,832.5,JEFFERSON PARK,2004,,,
2004,2005,home_based_or_non_storefront,2,94.5,0.0,JEFFERSON PARK,2004,,,
2004,2005,industrial_or_logistics,2,76.0,-152.0,JEFFERSON PARK,2004,,,
2004,2005,local_retail_and_commercial_services,2,77.0,77.0,JEFFERSON PARK,2004,,,
2004,2005,personal_and_health_services,2,95.5,191.0,JEFFERSON PARK,2004,,,
2004,2005,restaurants_and_social_life,2,104.0,312.0,JEFFERSON PARK,2004,,,
2004,2005,uncategorized,2,434.5,0.0,JEFFERSON PARK,2004,,,
2006,2007,auto_oriented,2,85.5,-256.5,JEFFERSON PARK,2006,,,
2006,2007,community_and_entertainment,2,34.5,69.0,JEFFERSON PARK,2006,,,
2006,2007,fresh_food_and_daily_needs,2,295.0,885.0,JEFFERSON PARK,2006,,,
2006,2007,home_based_or_non_storefront,2,85.0,0.0,JEFFERSON PARK,2006,,,
2006,2007,industrial_or_logistics,2,100.5,-201.0,JEFFERSON PARK,2006,,,
2006,2007,local_retail_and_commercial_services,2,80.0,80.0,JEFFERSON PARK,2006,,,
2006,2007,personal_and_health_services,2,80.5,161.0,JEFFERSON PARK,2006,,,
2006,2007,restaurants_and_social_life,2,117.0,351.0,JEFFERSON PARK,2006,,,
2006,2007,uncategorized,2,477.5,0.0,JEFFERSON PARK,2006,,,
2008,2009,auto_oriented,2,58.5,-175.5,JEFFERSON PARK,2008,,,
2008,2009,community_and_entertainment,2,24.0,48.0,JEFFERSON PARK,2008,,,
2008,2009,fresh_food_and_daily_needs,2,195.0,585.0,JEFFERSON PARK,2008,,,
2008,2009,home_based_or_non_storefront,2,52.5,0.0,JEFFERSON PARK,2008,,,
2008,2009,industrial_or_logistics,2,62.0,-124.0,JEFFERSON PARK,2008,,,
2008,2009,local_retail_and_commercial_services,2,52.0,52.0,JEFFERSON PARK,2008,,,
2008,2009,personal_and_health_services,2,60.0,120.0,JEFFERSON PARK,2008,,,
2008,2009,restaurants_and_social_life,2,76.0,228.0,JEFFERSON PARK,2008,,,
2008,2009,uncategorized,2,331.5,0.0,JEFFERSON PARK,2008,,,
2010,2011,auto_oriented,2,51.5,-154.5,JEFFERSON PARK,2010,,,
2010,2011,community_and_entertainment,2,28.5,57.0,JEFFERSON PARK,2010,,,
2010,2011,fresh_food_and_daily_needs,2,196.5,589.5,JEFFERSON PARK,2010,,,
2010,2011,home_based_or_non_storefront,2,53.5,0.0,JEFFERSON PARK,2010,,,
2010,2011,industrial_or_logistics,2,55.5,-111.0,JEFFERSON PARK,2010,,,
2010,2011,local_retail_and_commercial_services,2,43.0,43.0,JEFFERSON PARK,2010,,,
2010,2011,personal_and_health_services,2,56.0,112.0,JEFFERSON PARK,2010,,,
2010,2011,restaurants_and_social_life,2,73.5,220.5,JEFFERSON PARK,2010,,,
2010,2011,uncategorized,2,322.5,0.0,JEFFERSON PARK,2010,,,
2012,2013,auto_oriented,2,64.5,-193.5,JEFFERSON PARK,2012,,,
2012,2013,community_and_entertainment,2,24.5,49.0,JEFFERSON PARK,2012,,,
2012,2013,fresh_food_and_daily_needs,2,204.5,613.5,JEFFERSON PARK,2012,,,
2012,2013,home_based_or_non_storefront,2,66.5,0.0,JEFFERSON PARK,2012,,,
2012,2013,industrial_or_logistics,2,46.0,-92.0,JEFFERSON PARK,2012,,,
2012,2013,local_retail_and_commercial_services,2,52.0,52.0,JEFFERSON PARK,2012,,,
2012,2013,personal_and_health_services,2,63.5,127.0,JEFFERSON PARK,2012,,,
2012,2013,restaurants_and_social_life,2,66.0,198.0,JEFFERSON PARK,2012,,,
2012,2013,uncategorized,2,272.5,0.0,JEFFERSON PARK,2012,,,
2014,2015,auto_oriented,2,48.0,-144.0,JEFFERSON PARK,2014,,,
2014,2015,community_and_entertainment,2,22.0,44.0,JEFFERSON PARK,2014,,,
2014,2015,fresh_food_and_daily_needs,2,208.0,624.0,JEFFERSON PARK,2014,,,
2014,2015,home_based_or_non_storefront,2,49.5,0.0,JEFFERSON PARK,2014,,,
2014,2015,industrial_or_logistics,2,38.0,-76.0,JEFFERSON PARK,2014,,,
2014,2015,local_retail_and_commercial_services,2,64.5,64.5,JEFFERSON PARK,2014,,,
2014,2015,personal_and_health_services,2,58.5,117.0,JEFFERSON PARK,2014,,,
2014,2015,restaurants_and_social_life,2,66.0,198.0,JEFFERSON PARK,2014,,,
2014,2015,uncategorized,2,175.0,0.0,JEFFERSON PARK,2014,,,
2016,2017,auto_oriented,2,42.5,-127.5,JEFFERSON PARK,2016,,,
2016,2017,community_and_entertainment,2,18.5,37.0,JEFFERSON PARK,2016,,,
2016,2017,fresh_food_and_daily_needs,2,201.0,603.0,JEFFERSON PARK,2016,,,
2016,2017,home_based_or_non_storefront,2,51.0,0.0,JEFFERSON PARK,2016,,,
2016,2017,industrial_or_logistics,2,32.5,-65.0,JEFFERSON PARK,2016,,,
2016,2017,local_retail_and_commercial_services,2,66.5,66.5,JEFFERSON PARK,2016,,,
2016,2017,personal_and_health_services,2,57.5,115.0,JEFFERSON PARK,2016,,,
2016,2017,restaurants_and_social_life,2,61.5,184.5,JEFFERSON PARK,2016,,,
2016,2017,uncategorized,2,131.5,0.0,JEFFERSON PARK,2016,,,
2018,2019,auto_oriented,2,43.0,-129.0,JEFFERSON PARK,2018,,,
2018,2019,community_and_entertainment,2,13.5,27.0,JEFFERSON PARK,2018,,,
2018,2019,fresh_food_and_daily_needs,2,202.5,607.5,JEFFERSON PARK,2018,,,
2018,2019,home_based_or_non_storefront,2,49.5,0.0,JEFFERSON PARK,2018,,,
2018,2019,industrial_or_logistics,2,30.0,-60.0,JEFFERSON PARK,2018,,,
2018,2019,local_retail_and_commercial_services,2,73.5,73.5,JEFFERSON PARK,2018,,,
2018,2019,personal_and_health_services,2,56.5,113.0,JEFFERSON PARK,2018,,,
2018,2019,restaurants_and_social_life,2,65.5,196.5,JEFFERSON PARK,2018,,,
2018,2019,uncategorized,2,116.0,0.0,JEFFERSON PARK,2018,,,
2020,2021,auto_oriented,2,41.0,-123.0,JEFFERSON PARK,2020,,,
2020,2021,community_and_entertainment,2,9.5,19.0,JEFFERSON PARK,2020,,,
2020,2021,fresh_food_and_daily_needs,2,208.0,624.0,JEFFERSON PARK,2020,,,
2020,2021,home_based_or_non_storefront,2,50.0,0.0,JEFFERSON PARK,2020,,,
2020,2021,industrial_or_logistics,2,30.0,-60.0,JEFFERSON PARK,2020,,,
2020,2021,local_retail_and_commercial_services,2,72.5,72.5,JEFFERSON PARK,2020,,,
2020,2021,personal_and_health_services,2,54.0,108.0,JEFFERSON PARK,2020,,,
2020,2021,restaurants_and_social_life,2,68.0,204.0,JEFFERSON PARK,2020,,,
2020,2021,uncategorized,2,99.0,0.0,JEFFERSON PARK,2020,,,
2022,2023,auto_oriented,2,38.5,-115.5,JEFFERSON PARK,2022,,,
2022,2023,community_and_entertainment,2,10.5,21.0,JEFFERSON PARK,2022,,,
2022,2023,fresh_food_and_daily_needs,2,193.5,580.5,JEFFERSON PARK,2022,,,
2022,2023,home_based_or_non_storefront,2,48.0,0.0,JEFFERSON PARK,2022,,,
2022,2023,industrial_or_logistics,2,29.5,-59.0,JEFFERSON PARK,2022,,,
2022,2023,local_retail_and_commercial_services,2,72.5,72.5,JEFFERSON PARK,2022,,,
2022,2023,personal_and_health_services,2,53.0,106.0,JEFFERSON PARK,2022,,,
2022,2023,restaurants_and_social_life,2,63.0,189.0,JEFFERSON PARK,2022,,,
2022,2023,uncategorized,2,79.5,0.0,JEFFERSON PARK,2022,,,
2024,2025,auto_oriented,2,38.5,-115.5,JEFFERSON PARK,2024,,,
2024,2025,community_and_entertainment,2,13.0,26.0,JEFFERSON PARK,2024,,,
2024,2025,fresh_food_and_daily_needs,2,187.5,562.5,JEFFERSON PARK,2024,,,
2024,2025,home_based_or_non_storefront,2,32.5,0.0,JEFFERSON PARK,2024,,,
2024,2025,industrial_or_logistics,2,29.5,-59.0,JEFFERSON PARK,2024,,,
2024,2025,local_retail_and_commercial_services,2,69.0,69.0,JEFFERSON PARK,2024,,,
2024,2025,personal_and_health_services,2,48.5,97.0,JEFFERSON PARK,2024,,,
2024,2025,restaurants_and_social_life,2,68.5,205.5,JEFFERSON PARK,2024,,,
2024,2025,uncategorized,2,61.0,0.0,JEFFERSON PARK,2024,,,
2002,2003,auto_oriented,2,8.0,-24.0,KENWOOD,2002,,,
2002,2003,community_and_entertainment,2,8.0,16.0,KENWOOD,2002,,,
2002,2003,fresh_food_and_daily_needs,2,68.5,205.5,KENWOOD,2002,,,
2002,2003,home_based_or_non_storefront,2,71.0,0.0,KENWOOD,2002,,,
2002,2003,industrial_or_logistics,2,3.0,-6.0,KENWOOD,2002,,,
2002,2003,local_retail_and_commercial_services,2,11.5,11.5,KENWOOD,2002,,,
2002,2003,personal_and_health_services,2,13.5,27.0,KENWOOD,2002,,,
2002,2003,restaurants_and_social_life,2,21.0,63.0,KENWOOD,2002,,,
2002,2003,uncategorized,2,56.0,0.0,KENWOOD,2002,,,
2004,2005,auto_oriented,2,11.0,-33.0,KENWOOD,2004,,,
2004,2005,community_and_entertainment,2,12.5,25.0,KENWOOD,2004,,,
2004,2005,fresh_food_and_daily_needs,2,72.5,217.5,KENWOOD,2004,,,
2004,2005,home_based_or_non_storefront,2,98.0,0.0,KENWOOD,2004,,,
2004,2005,industrial_or_logistics,2,4.5,-9.0,KENWOOD,2004,,,
2004,2005,local_retail_and_commercial_services,2,21.0,21.0,KENWOOD,2004,,,
2004,2005,personal_and_health_services,2,18.5,37.0,KENWOOD,2004,,,
2004,2005,restaurants_and_social_life,2,18.5,55.5,KENWOOD,2004,,,
2004,2005,uncategorized,2,85.5,0.0,KENWOOD,2004,,,
2006,2007,auto_oriented,2,11.0,-33.0,KENWOOD,2006,,,
2006,2007,community_and_entertainment,2,11.5,23.0,KENWOOD,2006,,,
2006,2007,fresh_food_and_daily_needs,2,61.0,183.0,KENWOOD,2006,,,
2006,2007,home_based_or_non_storefront,2,104.5,0.0,KENWOOD,2006,,,
2006,2007,industrial_or_logistics,2,3.5,-7.0,KENWOOD,2006,,,
2006,2007,local_retail_and_commercial_services,2,19.5,19.5,KENWOOD,2006,,,
2006,2007,personal_and_health_services,2,17.5,35.0,KENWOOD,2006,,,
2006,2007,restaurants_and_social_life,2,17.0,51.0,KENWOOD,2006,,,
2006,2007,uncategorized,2,82.0,0.0,KENWOOD,2006,,,
2008,2009,auto_oriented,2,7.5,-22.5,KENWOOD,2008,,,
2008,2009,community_and_entertainment,2,10.5,21.0,KENWOOD,2008,,,
2008,2009,fresh_food_and_daily_needs,2,50.0,150.0,KENWOOD,2008,,,
2008,2009,home_based_or_non_storefront,2,79.0,0.0,KENWOOD,2008,,,
2008,2009,industrial_or_logistics,2,1.5,-3.0,KENWOOD,2008,,,
2008,2009,local_retail_and_commercial_services,2,13.0,13.0,KENWOOD,2008,,,
2008,2009,personal_and_health_services,2,13.5,27.0,KENWOOD,2008,,,
2008,2009,restaurants_and_social_life,2,15.0,45.0,KENWOOD,2008,,,
2008,2009,uncategorized,2,61.5,0.0,KENWOOD,2008,,,
2010,2011,auto_oriented,2,8.0,-24.0,KENWOOD,2010,,,
2010,2011,community_and_entertainment,2,15.0,30.0,KENWOOD,2010,,,
2010,2011,fresh_food_and_daily_needs,2,56.5,169.5,KENWOOD,2010,,,
2010,2011,home_based_or_non_storefront,2,77.5,0.0,KENWOOD,2010,,,
2010,2011,industrial_or_logistics,2,1.5,-3.0,KENWOOD,2010,,,
2010,2011,local_retail_and_commercial_services,2,12.5,12.5,KENWOOD,2010,,,
2010,2011,personal_and_health_services,2,16.0,32.0,KENWOOD,2010,,,
2010,2011,restaurants_and_social_life,2,18.5,55.5,KENWOOD,2010,,,
2010,2011,uncategorized,2,68.5,0.0,KENWOOD,2010,,,
2012,2013,auto_oriented,2,7.0,-21.0,KENWOOD,2012,,,
2012,2013,community_and_entertainment,2,14.0,28.0,KENWOOD,2012,,,
2012,2013,fresh_food_and_daily_needs,2,74.5,223.5,KENWOOD,2012,,,
2012,2013,home_based_or_non_storefront,2,89.5,0.0,KENWOOD,2012,,,
2012,2013,industrial_or_logistics,2,3.0,-6.0,KENWOOD,2012,,,
2012,2013,local_retail_and_commercial_services,2,13.0,13.0,KENWOOD,2012,,,
2012,2013,personal_and_health_services,2,19.5,39.0,KENWOOD,2012,,,
2012,2013,restaurants_and_social_life,2,25.5,76.5,KENWOOD,2012,,,
2012,2013,uncategorized,2,40.0,0.0,KENWOOD,2012,,,
2014,2015,auto_oriented,2,4.5,-13.5,KENWOOD,2014,,,
2014,2015,community_and_entertainment,2,15.5,31.0,KENWOOD,2014,,,
2014,2015,fresh_food_and_daily_needs,2,76.5,229.5,KENWOOD,2014,,,
2014,2015,home_based_or_non_storefront,2,51.0,0.0,KENWOOD,2014,,,
2014,2015,industrial_or_logistics,2,3.0,-6.0,KENWOOD,2014,,,
2014,2015,local_retail_and_commercial_services,2,12.5,12.5,KENWOOD,2014,,,
2014,2015,personal_and_health_services,2,18.5,37.0,KENWOOD,2014,,,
2014,2015,restaurants_and_social_life,2,27.5,82.5,KENWOOD,2014,,,
2014,2015,uncategorized,2,21.0,0.0,KENWOOD,2014,,,
2016,2017,auto_oriented,2,4.5,-13.5,KENWOOD,2016,,,
2016,2017,community_and_entertainment,2,14.5,29.0,KENWOOD,2016,,,
2016,2017,fresh_food_and_daily_needs,2,77.0,231.0,KENWOOD,2016,,,
2016,2017,home_based_or_non_storefront,2,48.0,0.0,KENWOOD,2016,,,
2016,2017,industrial_or_logistics,2,3.0,-6.0,KENWOOD,2016,,,
2016,2017,local_retail_and_commercial_services,2,11.0,11.0,KENWOOD,2016,,,
2016,2017,personal_and_health_services,2,15.0,30.0,KENWOOD,2016,,,
2016,2017,restaurants_and_social_life,2,29.5,88.5,KENWOOD,2016,,,
2016,2017,uncategorized,2,17.0,0.0,KENWOOD,2016,,,
2018,2019,auto_oriented,2,5.5,-16.5,KENWOOD,2018,,,
2018,2019,community_and_entertainment,2,11.5,23.0,KENWOOD,2018,,,
2018,2019,fresh_food_and_daily_needs,2,80.0,240.0,KENWOOD,2018,,,
2018,2019,home_based_or_non_storefront,2,64.5,0.0,KENWOOD,2018,,,
2018,2019,industrial_or_logistics,2,3.5,-7.0,KENWOOD,2018,,,
2018,2019,local_retail_and_commercial_services,2,12.5,12.5,KENWOOD,2018,,,
2018,2019,personal_and_health_services,2,13.5,27.0,KENWOOD,2018,,,
2018,2019,restaurants_and_social_life,2,28.5,85.5,KENWOOD,2018,,,
2018,2019,uncategorized,2,14.0,0.0,KENWOOD,2018,,,
2020,2021,auto_oriented,2,5.0,-15.0,KENWOOD,2020,,,
2020,2021,community_and_entertainment,2,16.5,33.0,KENWOOD,2020,,,
2020,2021,fresh_food_and_daily_needs,2,88.0,264.0,KENWOOD,2020,,,
2020,2021,home_based_or_non_storefront,2,74.0,0.0,KENWOOD,2020,,,
2020,2021,industrial_or_logistics,2,4.0,-8.0,KENWOOD,2020,,,
2020,2021,local_retail_and_commercial_services,2,9.5,9.5,KENWOOD,2020,,,
2020,2021,personal_and_health_services,2,11.5,23.0,KENWOOD,2020,,,
2020,2021,restaurants_and_social_life,2,27.5,82.5,KENWOOD,2020,,,
2020,2021,uncategorized,2,12.0,0.0,KENWOOD,2020,,,
2022,2023,auto_oriented,2,4.5,-13.5,KENWOOD,2022,,,
2022,2023,community_and_entertainment,2,17.5,35.0,KENWOOD,2022,,,
2022,2023,fresh_food_and_daily_needs,2,89.0,267.0,KENWOOD,2022,,,
2022,2023,home_based_or_non_storefront,2,66.5,0.0,KENWOOD,2022,,,
2022,2023,industrial_or_logistics,2,3.0,-6.0,KENWOOD,2022,,,
2022,2023,local_retail_and_commercial_services,2,10.5,10.5,KENWOOD,2022,,,
2022,2023,personal_and_health_services,2,11.5,23.0,KENWOOD,2022,,,
2022,2023,restaurants_and_social_life,2,22.0,66.0,KENWOOD,2022,,,
2022,2023,uncategorized,2,14.0,0.0,KENWOOD,2022,,,
2024,2025,auto_oriented,2,4.5,-13.5,KENWOOD,2024,,,
2024,2025,community_and_entertainment,2,20.0,40.0,KENWOOD,2024,,,
2024,2025,fresh_food_and_daily_needs,2,96.0,288.0,KENWOOD,2024,,,
2024,2025,home_based_or_non_storefront,2,45.0,0.0,KENWOOD,2024,,,
2024,2025,industrial_or_logistics,2,3.0,-6.0,KENWOOD,2024,,,
2024,2025,local_retail_and_commercial_services,2,6.0,6.0,KENWOOD,2024,,,
2024,2025,personal_and_health_services,2,9.0,18.0,KENWOOD,2024,,,
2024,2025,restaurants_and_social_life,2,17.5,52.5,KENWOOD,2024,,,
2024,2025,uncategorized,2,15.5,0.0,KENWOOD,2024,,,
2002,2003,auto_oriented,2,105.5,-316.5,LAKE VIEW,2002,,,
2002,2003,community_and_entertainment,2,214.5,429.0,LAKE VIEW,2002,,,
2002,2003,fresh_food_and_daily_needs,2,1369.5,4108.5,LAKE VIEW,2002,,,
2002,2003,home_based_or_non_storefront,2,261.5,0.0,LAKE VIEW,2002,,,
2002,2003,industrial_or_logistics,2,67.0,-134.0,LAKE VIEW,2002,,,
2002,2003,local_retail_and_commercial_services,2,284.0,284.0,LAKE VIEW,2002,,,
